time,Det_Voltage,TOFHGMAX,TOFHGMIN,TOFLGMAX,TOFLGMIN,TOFMGMAX,TOFMGMIN,Target_High_Gain_Max,Target_High_Gain_Min,Target_Low_Gain_Max,Target_Low_Gain_Min
2025-342T19:58:58.958,,534.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T19:59:01.958,2001.4632,,,,,,,,,,
2025-342T19:59:07.958,,546.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T19:59:08.958,2001.4632,,,,,,,,,,
2025-342T19:59:13.958,2001.4632,,,,,,,,,,
2025-342T19:59:16.958,,539.0,500.0,518.0,508.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T19:59:19.958,2001.4632,,,,,,,,,,
2025-342T19:59:25.958,,534.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T19:59:26.958,2001.4632,,,,,,,,,,
2025-342T19:59:31.958,2001.4632,,,,,,,,,,
2025-342T19:59:34.958,,532.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T19:59:37.958,2001.4632,,,,,,,,,,
2025-342T19:59:43.958,,529.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T19:59:44.958,2001.4632,,,,,,,,,,
2025-342T19:59:49.957,2001.4632,,,,,,,,,,
2025-342T19:59:52.958,,534.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T19:59:55.957,2001.4632,,,,,,,,,,
2025-342T20:00:01.958,,552.0,500.0,518.0,509.0,516.0,510.0,2049.0,2040.0,2067.0,2061.0
2025-342T20:00:02.957,2001.4632,,,,,,,,,,
2025-342T20:00:07.957,2001.4632,,,,,,,,,,
2025-342T20:00:10.958,,536.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:00:13.957,2001.4632,,,,,,,,,,
2025-342T20:00:19.958,,538.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:00:20.957,2001.4632,,,,,,,,,,
2025-342T20:00:25.957,2001.4632,,,,,,,,,,
2025-342T20:00:28.958,,533.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:00:31.957,2001.4632,,,,,,,,,,
2025-342T20:00:37.958,,532.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:00:38.957,2001.4632,,,,,,,,,,
2025-342T20:00:43.957,2001.4632,,,,,,,,,,
2025-342T20:00:46.958,,529.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:00:49.957,2001.4632,,,,,,,,,,
2025-342T20:00:55.957,,530.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:00:56.957,2001.4632,,,,,,,,,,
2025-342T20:01:01.957,2001.4632,,,,,,,,,,
2025-342T20:01:04.957,,529.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:01:07.957,2001.4632,,,,,,,,,,
2025-342T20:01:13.957,,542.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:01:14.957,2001.4632,,,,,,,,,,
2025-342T20:01:19.957,2001.4632,,,,,,,,,,
2025-342T20:01:22.957,,536.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:01:25.957,2001.4632,,,,,,,,,,
2025-342T20:01:31.957,,533.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:01:32.957,2001.4632,,,,,,,,,,
2025-342T20:01:37.957,2001.4632,,,,,,,,,,
2025-342T20:01:40.957,,533.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:01:43.957,2001.4632,,,,,,,,,,
2025-342T20:01:49.957,,539.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:01:50.957,2001.4632,,,,,,,,,,
2025-342T20:01:55.957,2001.4632,,,,,,,,,,
2025-342T20:01:58.957,,539.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:02:01.957,2001.4632,,,,,,,,,,
2025-342T20:02:07.957,,538.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:02:08.957,2001.4632,,,,,,,,,,
2025-342T20:02:13.957,2001.4632,,,,,,,,,,
2025-342T20:02:16.957,,530.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:02:19.957,2001.4632,,,,,,,,,,
2025-342T20:02:25.957,,550.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:02:26.956,2001.4632,,,,,,,,,,
2025-342T20:02:31.956,2001.4632,,,,,,,,,,
2025-342T20:02:34.957,,535.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:02:37.956,2001.4632,,,,,,,,,,
2025-342T20:02:43.957,,561.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:02:44.956,2001.4632,,,,,,,,,,
2025-342T20:02:49.956,2001.4632,,,,,,,,,,
2025-342T20:02:52.957,,535.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:02:55.956,2001.4632,,,,,,,,,,
2025-342T20:03:01.957,,536.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:03:02.956,2001.4632,,,,,,,,,,
2025-342T20:03:07.956,2001.4632,,,,,,,,,,
2025-342T20:03:10.957,,543.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:03:13.956,2001.4632,,,,,,,,,,
2025-342T20:03:19.957,,531.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:03:20.956,2001.4632,,,,,,,,,,
2025-342T20:03:25.956,2001.4632,,,,,,,,,,
2025-342T20:03:28.956,,541.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:03:31.956,2001.4632,,,,,,,,,,
2025-342T20:03:37.956,,541.0,499.0,518.0,509.0,516.0,510.0,2049.0,2040.0,2067.0,2061.0
2025-342T20:03:38.956,2001.4632,,,,,,,,,,
2025-342T20:03:43.956,2001.4632,,,,,,,,,,
2025-342T20:03:46.956,,538.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:03:49.956,2001.4632,,,,,,,,,,
2025-342T20:03:55.956,,540.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:03:56.956,2001.4632,,,,,,,,,,
2025-342T20:04:01.956,2001.4632,,,,,,,,,,
2025-342T20:04:04.956,,543.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:04:07.956,2001.4632,,,,,,,,,,
2025-342T20:04:13.956,,527.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:04:14.956,2001.4632,,,,,,,,,,
2025-342T20:04:19.956,2001.4632,,,,,,,,,,
2025-342T20:04:22.956,,544.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:04:25.956,2001.4632,,,,,,,,,,
2025-342T20:04:31.956,,530.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:04:32.956,2001.4632,,,,,,,,,,
2025-342T20:04:37.956,2001.4632,,,,,,,,,,
2025-342T20:04:40.956,,529.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:04:43.956,2001.4632,,,,,,,,,,
2025-342T20:04:49.956,,548.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:04:50.956,2001.4632,,,,,,,,,,
2025-342T20:04:55.956,2001.4632,,,,,,,,,,
2025-342T20:04:58.956,,529.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:05:01.955,2001.4632,,,,,,,,,,
2025-342T20:05:07.956,,534.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:05:08.955,2001.4632,,,,,,,,,,
2025-342T20:05:13.955,2001.4632,,,,,,,,,,
2025-342T20:05:16.956,,530.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:05:19.955,2001.4632,,,,,,,,,,
2025-342T20:05:25.956,,556.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:05:26.955,2001.4632,,,,,,,,,,
2025-342T20:05:31.955,2001.4632,,,,,,,,,,
2025-342T20:05:34.956,,532.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:05:37.955,2001.4632,,,,,,,,,,
2025-342T20:05:43.956,,527.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:05:44.955,2001.4632,,,,,,,,,,
2025-342T20:05:49.955,2001.4632,,,,,,,,,,
2025-342T20:05:52.956,,531.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:05:55.955,2001.4632,,,,,,,,,,
2025-342T20:06:01.955,,538.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:06:02.955,2001.4632,,,,,,,,,,
2025-342T20:06:07.955,2001.4632,,,,,,,,,,
2025-342T20:06:10.955,,542.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:06:13.955,2001.4632,,,,,,,,,,
2025-342T20:06:19.955,,534.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:06:20.955,2001.4632,,,,,,,,,,
2025-342T20:06:25.955,2001.4632,,,,,,,,,,
2025-342T20:06:28.955,,530.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:06:31.955,2001.4632,,,,,,,,,,
2025-342T20:06:37.955,,541.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:06:38.955,2001.4632,,,,,,,,,,
2025-342T20:06:43.955,2001.4632,,,,,,,,,,
2025-342T20:06:46.955,,539.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:06:49.955,2001.4632,,,,,,,,,,
2025-342T20:06:55.955,,533.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:06:56.955,2001.4632,,,,,,,,,,
2025-342T20:07:01.955,2001.4632,,,,,,,,,,
2025-342T20:07:04.955,,533.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:07:07.955,2001.4632,,,,,,,,,,
2025-342T20:07:13.955,,557.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:07:14.955,2001.4632,,,,,,,,,,
2025-342T20:07:19.955,2001.4632,,,,,,,,,,
2025-342T20:07:22.955,,544.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:07:25.955,2001.4632,,,,,,,,,,
2025-342T20:07:31.955,,573.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:07:32.954,2001.4632,,,,,,,,,,
2025-342T20:07:37.954,2001.4632,,,,,,,,,,
2025-342T20:07:40.955,,531.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:07:43.954,2001.4632,,,,,,,,,,
2025-342T20:07:49.955,,533.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:07:50.954,2001.4632,,,,,,,,,,
2025-342T20:07:55.954,2001.4632,,,,,,,,,,
2025-342T20:07:58.955,,538.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:08:01.954,2001.4632,,,,,,,,,,
2025-342T20:08:07.955,,543.0,499.0,518.0,509.0,516.0,510.0,2051.0,2038.0,2067.0,2061.0
2025-342T20:08:08.954,2001.4632,,,,,,,,,,
2025-342T20:08:13.954,2001.4632,,,,,,,,,,
2025-342T20:08:16.955,,535.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:08:19.954,2001.4632,,,,,,,,,,
2025-342T20:08:25.955,,534.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:08:26.954,2001.4632,,,,,,,,,,
2025-342T20:08:31.954,2001.4632,,,,,,,,,,
2025-342T20:08:34.954,,536.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:08:37.954,2001.4632,,,,,,,,,,
2025-342T20:08:43.954,,532.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:08:44.954,2001.4632,,,,,,,,,,
2025-342T20:08:49.954,2001.4632,,,,,,,,,,
2025-342T20:08:52.954,,535.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:08:55.954,2001.4632,,,,,,,,,,
2025-342T20:09:01.954,,539.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:09:02.954,2001.4632,,,,,,,,,,
2025-342T20:09:07.954,2001.4632,,,,,,,,,,
2025-342T20:09:10.954,,538.0,499.0,518.0,508.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:09:13.954,2001.4632,,,,,,,,,,
2025-342T20:09:19.954,,530.0,500.0,518.0,508.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:09:20.954,2001.4632,,,,,,,,,,
2025-342T20:09:25.954,2001.4632,,,,,,,,,,
2025-342T20:09:28.954,,531.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:09:31.954,2001.4632,,,,,,,,,,
2025-342T20:09:37.954,,527.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:09:38.954,2001.4632,,,,,,,,,,
2025-342T20:09:43.954,2001.4632,,,,,,,,,,
2025-342T20:09:46.954,,530.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:09:49.954,2001.4632,,,,,,,,,,
2025-342T20:09:55.954,,528.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:09:56.954,2001.4632,,,,,,,,,,
2025-342T20:10:01.954,2001.4632,,,,,,,,,,
2025-342T20:10:04.954,,532.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:10:07.953,2001.4632,,,,,,,,,,
2025-342T20:10:13.954,,580.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:10:14.953,2001.4632,,,,,,,,,,
2025-342T20:10:19.953,2001.4632,,,,,,,,,,
2025-342T20:10:22.954,,541.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:10:25.953,2001.4632,,,,,,,,,,
2025-342T20:10:31.954,,527.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:10:32.953,2001.4632,,,,,,,,,,
2025-342T20:10:37.953,2001.4632,,,,,,,,,,
2025-342T20:10:40.954,,538.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:10:43.953,2001.4632,,,,,,,,,,
2025-342T20:10:49.954,,528.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:10:50.953,2001.4632,,,,,,,,,,
2025-342T20:10:55.953,2001.4632,,,,,,,,,,
2025-342T20:10:58.954,,552.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:11:01.953,2001.4632,,,,,,,,,,
2025-342T20:11:07.954,,529.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:11:08.953,2001.4632,,,,,,,,,,
2025-342T20:11:13.953,2001.4632,,,,,,,,,,
2025-342T20:11:16.953,,531.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:11:19.953,2001.4632,,,,,,,,,,
2025-342T20:11:25.953,,534.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:11:26.953,2001.4632,,,,,,,,,,
2025-342T20:11:31.953,2001.4632,,,,,,,,,,
2025-342T20:11:34.953,,536.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:11:37.953,2001.4632,,,,,,,,,,
2025-342T20:11:43.953,,529.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:11:44.953,2001.4632,,,,,,,,,,
2025-342T20:11:49.953,2001.4632,,,,,,,,,,
2025-342T20:11:52.953,,561.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:11:55.953,2001.4632,,,,,,,,,,
2025-342T20:12:01.953,,534.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:12:02.953,2001.4632,,,,,,,,,,
2025-342T20:12:07.953,2001.4632,,,,,,,,,,
2025-342T20:12:10.953,,530.0,500.0,518.0,509.0,516.0,510.0,2049.0,2040.0,2067.0,2061.0
2025-342T20:12:13.953,2001.4632,,,,,,,,,,
2025-342T20:12:19.953,,538.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:12:20.953,2001.4632,,,,,,,,,,
2025-342T20:12:25.953,2001.4632,,,,,,,,,,
2025-342T20:12:28.953,,537.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:12:31.953,2001.4632,,,,,,,,,,
2025-342T20:12:37.953,,532.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:12:38.953,2001.4632,,,,,,,,,,
2025-342T20:12:43.952,2001.4632,,,,,,,,,,
2025-342T20:12:46.953,,537.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:12:49.952,2001.4632,,,,,,,,,,
2025-342T20:12:55.953,,537.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:12:56.952,2001.4632,,,,,,,,,,
2025-342T20:13:01.952,2001.4632,,,,,,,,,,
2025-342T20:13:04.953,,528.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:13:07.952,2001.4632,,,,,,,,,,
2025-342T20:13:13.953,,536.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:13:14.952,2001.4632,,,,,,,,,,
2025-342T20:13:19.952,2001.4632,,,,,,,,,,
2025-342T20:13:22.953,,563.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:13:25.952,2001.4632,,,,,,,,,,
2025-342T20:13:31.953,,531.0,499.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:13:32.952,2001.4632,,,,,,,,,,
2025-342T20:13:37.952,2001.4632,,,,,,,,,,
2025-342T20:13:40.953,,552.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:13:43.952,2001.4632,,,,,,,,,,
2025-342T20:13:49.952,,531.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:13:50.952,2001.4632,,,,,,,,,,
2025-342T20:13:55.952,2001.4632,,,,,,,,,,
2025-342T20:13:58.952,,549.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:14:01.952,2001.4632,,,,,,,,,,
2025-342T20:14:07.952,,581.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:14:08.952,2001.4632,,,,,,,,,,
2025-342T20:14:13.952,2001.4632,,,,,,,,,,
2025-342T20:14:16.952,,529.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:14:19.952,2001.4632,,,,,,,,,,
2025-342T20:14:25.952,,537.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:14:26.952,2001.4632,,,,,,,,,,
2025-342T20:14:31.952,2001.4632,,,,,,,,,,
2025-342T20:14:34.952,,539.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:14:37.952,2001.4632,,,,,,,,,,
2025-342T20:14:43.952,,534.0,499.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:14:44.952,2001.4632,,,,,,,,,,
2025-342T20:14:49.952,2001.4632,,,,,,,,,,
2025-342T20:14:52.952,,540.0,500.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:14:55.952,2001.4632,,,,,,,,,,
2025-342T20:15:01.952,,533.0,500.0,518.0,509.0,516.0,509.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:15:02.952,2001.4632,,,,,,,,,,
2025-342T20:15:07.952,2001.4632,,,,,,,,,,
2025-342T20:15:10.952,,541.0,498.0,518.0,509.0,516.0,510.0,2048.0,2040.0,2066.0,2061.0
2025-342T20:15:13.952,2001.4632,,,,,,,,,,
2025-342T20:15:19.952,,546.0,500.0,518.0,508.0,516.0,510.0,2048.0,2040.0,2067.0,2061.0
2025-342T20:15:20.951,2001.4632,,,,,,,,,,
2025-342T20:15:25.951,2001.4632,,,,,,,,,,
