time,Det_Voltage,TOFHGMAX,TOFHGMIN,TOFLGMAX,TOFLGMIN,TOFMGMAX,TOFMGMIN,Target_High_Gain_Max,Target_High_Gain_Min,Target_Low_Gain_Max,Target_Low_Gain_Min
2025-343T01:37:19.926,,418.0,73.0,858.0,602.0,478.0,272.0,2047.0,2040.0,2066.0,2061.0
2025-343T01:37:23.926,0.0,,,,,,,,,,
2025-343T01:37:25.926,,418.0,73.0,858.0,602.0,478.0,272.0,2047.0,2040.0,2066.0,2061.0
2025-343T01:37:31.926,,418.0,73.0,858.0,602.0,478.0,272.0,2047.0,2040.0,2066.0,2061.0
2025-343T01:37:37.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2019.0,2066.0,2060.0
2025-343T01:37:43.926,,418.0,73.0,858.0,602.0,478.0,272.0,2047.0,2040.0,2066.0,2060.0
2025-343T01:37:46.926,0.0,,,,,,,,,,
2025-343T01:37:52.926,,418.0,73.0,858.0,602.0,478.0,272.0,4095.0,0.0,2099.0,1833.0
2025-343T01:37:53.926,0.0,,,,,,,,,,
2025-343T01:37:58.926,0.0,,,,,,,,,,
2025-343T01:38:01.926,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:38:04.926,0.0,,,,,,,,,,
2025-343T01:38:10.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:38:11.926,0.0,,,,,,,,,,
2025-343T01:38:16.926,0.0,,,,,,,,,,
2025-343T01:38:19.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:38:22.926,0.0,,,,,,,,,,
2025-343T01:38:28.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:38:29.926,0.0,,,,,,,,,,
2025-343T01:38:34.926,0.0,,,,,,,,,,
2025-343T01:38:37.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:38:40.926,0.0,,,,,,,,,,
2025-343T01:38:46.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:38:47.926,0.0,,,,,,,,,,
2025-343T01:38:52.926,0.0,,,,,,,,,,
2025-343T01:38:55.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:38:58.926,0.0,,,,,,,,,,
2025-343T01:39:04.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:39:05.926,0.0,,,,,,,,,,
2025-343T01:39:10.926,0.0,,,,,,,,,,
2025-343T01:39:13.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:39:16.926,0.0,,,,,,,,,,
2025-343T01:39:22.926,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:39:23.925,0.0,,,,,,,,,,
2025-343T01:39:28.925,0.0,,,,,,,,,,
2025-343T01:39:31.926,,418.0,73.0,858.0,602.0,478.0,272.0,2052.0,2037.0,2066.0,2061.0
2025-343T01:39:34.925,0.0,,,,,,,,,,
2025-343T01:39:40.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:39:41.925,0.0,,,,,,,,,,
2025-343T01:39:46.925,0.0,,,,,,,,,,
2025-343T01:39:49.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:39:52.925,0.0,,,,,,,,,,
2025-343T01:39:58.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:39:59.925,0.0,,,,,,,,,,
2025-343T01:40:04.925,0.0,,,,,,,,,,
2025-343T01:40:07.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2025.0,2066.0,2061.0
2025-343T01:40:10.925,0.0,,,,,,,,,,
2025-343T01:40:16.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:40:17.925,0.0,,,,,,,,,,
2025-343T01:40:22.925,0.0,,,,,,,,,,
2025-343T01:40:25.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:40:28.925,0.0,,,,,,,,,,
2025-343T01:40:34.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:40:35.925,0.0,,,,,,,,,,
2025-343T01:40:40.925,0.0,,,,,,,,,,
2025-343T01:40:43.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:40:46.925,0.0,,,,,,,,,,
2025-343T01:40:52.925,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:40:53.925,0.0,,,,,,,,,,
2025-343T01:40:58.925,0.0,,,,,,,,,,
2025-343T01:41:01.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:41:04.925,0.0,,,,,,,,,,
2025-343T01:41:10.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:41:11.925,0.0,,,,,,,,,,
2025-343T01:41:16.925,0.0,,,,,,,,,,
2025-343T01:41:19.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:41:22.925,0.0,,,,,,,,,,
2025-343T01:41:28.925,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2061.0
2025-343T01:41:29.925,0.0,,,,,,,,,,
2025-343T01:41:34.924,0.0,,,,,,,,,,
2025-343T01:41:37.925,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:41:40.924,0.0,,,,,,,,,,
2025-343T01:41:46.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:41:47.924,0.0,,,,,,,,,,
2025-343T01:41:52.924,0.0,,,,,,,,,,
2025-343T01:41:55.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:41:58.924,0.0,,,,,,,,,,
2025-343T01:42:04.924,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2061.0
2025-343T01:42:05.924,0.0,,,,,,,,,,
2025-343T01:42:10.924,0.0,,,,,,,,,,
2025-343T01:42:13.924,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:42:16.924,0.0,,,,,,,,,,
2025-343T01:42:22.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:42:23.924,0.0,,,,,,,,,,
2025-343T01:42:28.924,0.0,,,,,,,,,,
2025-343T01:42:31.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:42:34.924,0.0,,,,,,,,,,
2025-343T01:42:40.924,,418.0,73.0,858.0,602.0,478.0,272.0,2061.0,2037.0,2066.0,2061.0
2025-343T01:42:41.924,0.0,,,,,,,,,,
2025-343T01:42:46.924,0.0,,,,,,,,,,
2025-343T01:42:49.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:42:52.924,0.0,,,,,,,,,,
2025-343T01:42:58.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:42:59.924,0.0,,,,,,,,,,
2025-343T01:43:04.924,0.0,,,,,,,,,,
2025-343T01:43:07.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:43:10.924,0.0,,,,,,,,,,
2025-343T01:43:16.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:43:17.924,0.0,,,,,,,,,,
2025-343T01:43:22.924,0.0,,,,,,,,,,
2025-343T01:43:25.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:43:28.924,0.0,,,,,,,,,,
2025-343T01:43:34.924,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:43:35.923,0.0,,,,,,,,,,
2025-343T01:43:40.923,0.0,,,,,,,,,,
2025-343T01:43:43.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:43:46.923,0.0,,,,,,,,,,
2025-343T01:43:52.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:43:53.923,0.0,,,,,,,,,,
2025-343T01:43:58.923,0.0,,,,,,,,,,
2025-343T01:44:01.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:44:04.923,0.0,,,,,,,,,,
2025-343T01:44:10.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:44:11.923,0.0,,,,,,,,,,
2025-343T01:44:16.923,0.0,,,,,,,,,,
2025-343T01:44:19.923,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:44:22.923,0.0,,,,,,,,,,
2025-343T01:44:28.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:44:29.923,0.0,,,,,,,,,,
2025-343T01:44:34.923,0.0,,,,,,,,,,
2025-343T01:44:37.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:44:40.923,0.0,,,,,,,,,,
2025-343T01:44:46.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:44:47.923,0.0,,,,,,,,,,
2025-343T01:44:52.923,0.0,,,,,,,,,,
2025-343T01:44:55.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:44:58.923,0.0,,,,,,,,,,
2025-343T01:45:04.923,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:45:05.923,0.0,,,,,,,,,,
2025-343T01:45:10.923,0.0,,,,,,,,,,
2025-343T01:45:13.923,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:45:16.923,0.0,,,,,,,,,,
2025-343T01:45:22.923,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:45:23.922,0.0,,,,,,,,,,
2025-343T01:45:28.922,0.0,,,,,,,,,,
2025-343T01:45:31.923,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:45:34.922,0.0,,,,,,,,,,
2025-343T01:45:40.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:45:41.922,0.0,,,,,,,,,,
2025-343T01:45:46.922,0.0,,,,,,,,,,
2025-343T01:45:49.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:45:52.922,0.0,,,,,,,,,,
2025-343T01:45:58.922,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:45:59.922,0.0,,,,,,,,,,
2025-343T01:46:04.922,0.0,,,,,,,,,,
2025-343T01:46:07.922,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:46:10.922,0.0,,,,,,,,,,
2025-343T01:46:16.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:46:17.922,0.0,,,,,,,,,,
2025-343T01:46:22.922,0.0,,,,,,,,,,
2025-343T01:46:25.922,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2036.0,2066.0,2061.0
2025-343T01:46:28.922,0.0,,,,,,,,,,
2025-343T01:46:34.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:46:35.922,0.0,,,,,,,,,,
2025-343T01:46:40.922,0.0,,,,,,,,,,
2025-343T01:46:43.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:46:46.922,0.0,,,,,,,,,,
2025-343T01:46:52.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:46:53.922,0.0,,,,,,,,,,
2025-343T01:46:58.922,0.0,,,,,,,,,,
2025-343T01:47:01.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:47:04.922,0.0,,,,,,,,,,
2025-343T01:47:10.922,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:47:11.921,0.0,,,,,,,,,,
2025-343T01:47:16.921,0.0,,,,,,,,,,
2025-343T01:47:19.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:47:22.921,0.0,,,,,,,,,,
2025-343T01:47:28.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:47:29.921,0.0,,,,,,,,,,
2025-343T01:47:34.921,0.0,,,,,,,,,,
2025-343T01:47:37.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:47:40.921,0.0,,,,,,,,,,
2025-343T01:47:46.921,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:47:47.921,0.0,,,,,,,,,,
2025-343T01:47:52.921,0.0,,,,,,,,,,
2025-343T01:47:55.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:47:58.921,0.0,,,,,,,,,,
2025-343T01:48:04.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:48:05.921,0.0,,,,,,,,,,
2025-343T01:48:10.921,0.0,,,,,,,,,,
2025-343T01:48:13.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:48:16.921,0.0,,,,,,,,,,
2025-343T01:48:22.921,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2036.0,2066.0,2061.0
2025-343T01:48:23.921,0.0,,,,,,,,,,
2025-343T01:48:28.921,0.0,,,,,,,,,,
2025-343T01:48:31.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:48:34.921,0.0,,,,,,,,,,
2025-343T01:48:40.921,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:48:41.921,0.0,,,,,,,,,,
2025-343T01:48:46.921,0.0,,,,,,,,,,
2025-343T01:48:49.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:48:52.920,0.0,,,,,,,,,,
2025-343T01:48:58.921,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:48:59.920,0.0,,,,,,,,,,
2025-343T01:49:04.920,0.0,,,,,,,,,,
2025-343T01:49:07.920,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2061.0
2025-343T01:49:10.920,0.0,,,,,,,,,,
2025-343T01:49:16.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:49:17.920,0.0,,,,,,,,,,
2025-343T01:49:22.920,0.0,,,,,,,,,,
2025-343T01:49:25.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:49:28.920,0.0,,,,,,,,,,
2025-343T01:49:34.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:49:35.920,0.0,,,,,,,,,,
2025-343T01:49:40.920,0.0,,,,,,,,,,
2025-343T01:49:43.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:49:46.920,0.0,,,,,,,,,,
2025-343T01:49:52.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:49:53.920,0.0,,,,,,,,,,
2025-343T01:49:58.920,0.0,,,,,,,,,,
2025-343T01:50:01.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2025.0,2066.0,2060.0
2025-343T01:50:04.920,0.0,,,,,,,,,,
2025-343T01:50:10.920,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2036.0,2066.0,2061.0
2025-343T01:50:11.920,0.0,,,,,,,,,,
2025-343T01:50:16.920,0.0,,,,,,,,,,
2025-343T01:50:19.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:50:22.920,0.0,,,,,,,,,,
2025-343T01:50:28.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:50:29.919,0.0,,,,,,,,,,
2025-343T01:50:34.919,0.0,,,,,,,,,,
2025-343T01:50:37.920,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:50:40.919,0.0,,,,,,,,,,
2025-343T01:50:46.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:50:47.919,0.0,,,,,,,,,,
2025-343T01:50:52.919,0.0,,,,,,,,,,
2025-343T01:50:55.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:50:58.919,0.0,,,,,,,,,,
2025-343T01:51:04.919,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:51:05.919,0.0,,,,,,,,,,
2025-343T01:51:10.919,0.0,,,,,,,,,,
2025-343T01:51:13.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:51:16.919,0.0,,,,,,,,,,
2025-343T01:51:22.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:51:23.919,0.0,,,,,,,,,,
2025-343T01:51:28.919,0.0,,,,,,,,,,
2025-343T01:51:31.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:51:34.919,0.0,,,,,,,,,,
2025-343T01:51:40.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:51:41.919,0.0,,,,,,,,,,
2025-343T01:51:46.919,0.0,,,,,,,,,,
2025-343T01:51:49.919,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:51:52.919,0.0,,,,,,,,,,
2025-343T01:51:58.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:51:59.919,0.0,,,,,,,,,,
2025-343T01:52:04.918,0.0,,,,,,,,,,
2025-343T01:52:07.919,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:52:10.918,0.0,,,,,,,,,,
2025-343T01:52:16.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:52:17.918,0.0,,,,,,,,,,
2025-343T01:52:22.918,0.0,,,,,,,,,,
2025-343T01:52:25.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:52:28.918,0.0,,,,,,,,,,
2025-343T01:52:34.918,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:52:35.918,0.0,,,,,,,,,,
2025-343T01:52:40.918,0.0,,,,,,,,,,
2025-343T01:52:43.918,,418.0,73.0,858.0,602.0,478.0,272.0,2060.0,2037.0,2066.0,2061.0
2025-343T01:52:46.918,0.0,,,,,,,,,,
2025-343T01:52:52.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:52:53.918,0.0,,,,,,,,,,
2025-343T01:52:58.918,0.0,,,,,,,,,,
2025-343T01:53:01.918,,418.0,73.0,858.0,515.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:53:04.918,0.0,,,,,,,,,,
2025-343T01:53:10.918,,418.0,73.0,858.0,602.0,478.0,272.0,2052.0,2034.0,2066.0,2061.0
2025-343T01:53:11.918,0.0,,,,,,,,,,
2025-343T01:53:16.918,0.0,,,,,,,,,,
2025-343T01:53:19.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:53:22.918,0.0,,,,,,,,,,
2025-343T01:53:28.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:53:29.918,0.0,,,,,,,,,,
2025-343T01:53:34.918,0.0,,,,,,,,,,
2025-343T01:53:37.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:53:40.917,0.0,,,,,,,,,,
2025-343T01:53:46.918,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:53:47.917,0.0,,,,,,,,,,
2025-343T01:53:52.917,0.0,,,,,,,,,,
2025-343T01:53:55.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:53:58.917,0.0,,,,,,,,,,
2025-343T01:54:04.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:54:05.917,0.0,,,,,,,,,,
2025-343T01:54:10.917,0.0,,,,,,,,,,
2025-343T01:54:13.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:54:16.917,0.0,,,,,,,,,,
2025-343T01:54:22.917,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:54:23.917,0.0,,,,,,,,,,
2025-343T01:54:28.917,0.0,,,,,,,,,,
2025-343T01:54:31.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:54:34.917,0.0,,,,,,,,,,
2025-343T01:54:40.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:54:41.917,0.0,,,,,,,,,,
2025-343T01:54:46.917,0.0,,,,,,,,,,
2025-343T01:54:49.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:54:52.917,0.0,,,,,,,,,,
2025-343T01:54:58.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:54:59.917,0.0,,,,,,,,,,
2025-343T01:55:04.917,0.0,,,,,,,,,,
2025-343T01:55:07.917,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:55:10.917,0.0,,,,,,,,,,
2025-343T01:55:16.917,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:55:17.916,0.0,,,,,,,,,,
2025-343T01:55:22.916,0.0,,,,,,,,,,
2025-343T01:55:25.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:55:28.916,0.0,,,,,,,,,,
2025-343T01:55:34.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:55:35.916,0.0,,,,,,,,,,
2025-343T01:55:40.916,0.0,,,,,,,,,,
2025-343T01:55:43.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:55:46.916,0.0,,,,,,,,,,
2025-343T01:55:52.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:55:53.916,0.0,,,,,,,,,,
2025-343T01:55:58.916,0.0,,,,,,,,,,
2025-343T01:56:01.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:56:04.916,0.0,,,,,,,,,,
2025-343T01:56:10.916,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2060.0
2025-343T01:56:11.916,0.0,,,,,,,,,,
2025-343T01:56:16.916,0.0,,,,,,,,,,
2025-343T01:56:19.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:56:22.916,0.0,,,,,,,,,,
2025-343T01:56:28.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:56:29.916,0.0,,,,,,,,,,
2025-343T01:56:34.916,0.0,,,,,,,,,,
2025-343T01:56:37.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:56:40.916,0.0,,,,,,,,,,
2025-343T01:56:46.916,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:56:47.915,0.0,,,,,,,,,,
2025-343T01:56:52.915,0.0,,,,,,,,,,
2025-343T01:56:55.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:56:58.915,0.0,,,,,,,,,,
2025-343T01:57:04.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:57:05.915,0.0,,,,,,,,,,
2025-343T01:57:10.915,0.0,,,,,,,,,,
2025-343T01:57:13.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:57:16.915,0.0,,,,,,,,,,
2025-343T01:57:22.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:57:23.915,0.0,,,,,,,,,,
2025-343T01:57:28.915,0.0,,,,,,,,,,
2025-343T01:57:31.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2060.0
2025-343T01:57:34.915,0.0,,,,,,,,,,
2025-343T01:57:40.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:57:41.915,0.0,,,,,,,,,,
2025-343T01:57:46.915,0.0,,,,,,,,,,
2025-343T01:57:49.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2036.0,2066.0,2061.0
2025-343T01:57:52.915,0.0,,,,,,,,,,
2025-343T01:57:58.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2060.0
2025-343T01:57:59.915,0.0,,,,,,,,,,
2025-343T01:58:04.915,0.0,,,,,,,,,,
2025-343T01:58:07.915,,418.0,73.0,858.0,602.0,478.0,272.0,2050.0,2037.0,2066.0,2061.0
2025-343T01:58:10.915,0.0,,,,,,,,,,
2025-343T01:58:16.915,,418.0,73.0,858.0,602.0,478.0,272.0,2049.0,2037.0,2066.0,2061.0
2025-343T01:58:17.914,0.0,,,,,,,,,,
2025-343T01:58:22.914,0.0,,,,,,,,,,
