Dust Event ID,UTC Timestamp,Local Timestamp,Integer Timestamp (ms),Velocity (m/s),Mass (kg),Charge (C),Radius (m) ,High Voltage (MV),Current Group ID,Current Experiment Name,Current Experiment Description,Estimate Quality,Dust Type
8544613,20231213213117.141999999,20231213143117.141999999,1702503077142,1.249600E+4,7.013060E-18,2.492170E-16,5.968628E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",4," Iron "
8544615,20231213213142.552000000,20231213143142.552000000,1702503102552,1.808470E+4,5.726661E-18,4.262380E-16,5.578779E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544619,20231213213300.097000000,20231213143300.097000000,1702503180097,1.231010E+4,3.686327E-17,1.270580E-15,1.037775E-7,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544625,20231213213450.075999999,20231213143450.075999999,1702503290076,1.701370E+4,5.657348E-18,3.726820E-16,5.556180E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544626,20231213213529.013999999,20231213143529.013999999,1702503329014,1.425860E+4,1.200903E-17,5.550140E-16,7.140709E-8,2.199524E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544634,20231213213943.425999999,20231213143943.425999999,1702503583426,1.233940E+4,4.984931E-18,1.727330E-16,5.326702E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",4," Iron "
8544638,20231213214202.015000000,20231213144202.015000000,1702503722015,1.204960E+4,6.715103E-18,2.218840E-16,5.882874E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544639,20231213214215.612999999,20231213144215.612999999,1702503735613,1.412960E+4,1.346508E-17,6.117820E-16,7.418367E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544645,20231213214453.455000000,20231213144453.455000000,1702503893455,1.200270E+4,7.379838E-18,2.419540E-16,6.070917E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",4," Iron "
8544649,20231213214722.714999999,20231213144722.714999999,1702504042715,1.238420E+4,9.431712E-18,3.291960E-16,6.588231E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544651,20231213214736.131000000,20231213144736.131000000,1702504056131,1.360590E+4,2.169766E-17,9.141040E-16,8.697137E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544656,20231213215114.774999999,20231213145114.774999999,1702504274775,1.601120E+4,5.846271E-18,3.408880E-16,5.617352E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544660,20231213215201.975000000,20231213145201.975000000,1702504321975,1.192900E+4,9.645656E-18,3.125440E-16,6.637674E-8,2.195833E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544662,20231213215237.248999999,20231213145237.248999999,1702504357249,1.309880E+4,6.333711E-18,2.471760E-16,5.769321E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544672,20231213215507.748000000,20231213145507.748000000,1702504507748,1.224950E+4,8.572049E-17,2.928820E-15,1.374887E-7,2.195833E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544676,20231213215656.135999999,20231213145656.135999999,1702504616136,5.215950E+4,2.482570E-19,1.536220E-16,1.959773E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",4," Iron "
8544679,20231213215825.327999999,20231213145825.327999999,1702504705328,1.182700E+4,3.903951E-18,1.243440E-16,4.909909E-8,2.195833E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",3," Iron "
8544682,20231213215916.314999999,20231213145916.314999999,1702504756315,1.967610E+4,5.948485E-18,5.240980E-16,5.649900E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544689,20231213220211.847999999,20231213150211.847999999,1702504931848,1.312930E+4,4.648279E-18,1.822470E-16,5.203986E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544695,20231213220602.839999999,20231213150602.839999999,1702505162840,1.325820E+4,4.696425E-18,1.877680E-16,5.221891E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544696,20231213220607.868999999,20231213150607.868999999,1702505167869,1.237990E+4,1.510527E-17,5.265600E-16,7.708115E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544697,20231213220659.356000000,20231213150659.356000000,1702505219356,1.281260E+4,5.718927E-18,2.136570E-16,5.576266E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544700,20231213220845.131000000,20231213150845.131000000,1702505325131,1.210530E+4,5.991969E-18,1.996010E-16,5.663634E-8,2.199524E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544702,20231213220941.589999999,20231213150941.589999999,1702505381590,1.446730E+4,7.209518E-18,3.432150E-16,6.023849E-8,2.198294E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",5," Iron "
8544705,20231213221249.915999999,20231213151249.915999999,1702505569916,1.327450E+4,6.917037E-18,2.773860E-16,5.941262E-8,2.197063E+0," IDEX "," 2023_12_13_run1 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2400. Position 5 ",3," Iron "
8544710,20231213232313.436999999,20231213162313.436999999,1702509793437,1.189330E+4,4.472633E-18,1.439780E-16,5.137594E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544715,20231213232452.359000000,20231213162452.359000000,1702509892359,2.063430E+4,3.291278E-18,3.189130E-16,4.638315E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544719,20231213232758.305000000,20231213162758.305000000,1702510078305,2.960320E+4,3.038220E-18,6.055940E-16,4.516254E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544720,20231213232855.334000000,20231213162855.334000000,1702510135334,1.917570E+4,3.912392E-18,3.275790E-16,4.913445E-8,2.195833E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544723,20231213233016.407000000,20231213163016.407000000,1702510216407,1.165050E+4,4.828867E-18,1.490800E-16,5.270523E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544724,20231213233025.740999999,20231213163025.740999999,1702510225741,5.587360E+4,5.032546E-19,3.577440E-16,2.480283E-8,2.195833E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544727,20231213233324.276000000,20231213163324.276000000,1702510404276,1.338450E+4,1.041773E-17,4.244850E-16,6.810249E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544730,20231213233511.961000000,20231213163511.961000000,1702510511961,1.241870E+4,5.579004E-18,1.958110E-16,5.530413E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544731,20231213233520.001000000,20231213163520.001000000,1702510520001,1.409980E+4,1.475727E-17,6.676670E-16,7.648460E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544737,20231213233639.591999999,20231213163639.591999999,1702510599592,1.278310E+4,7.908631E-18,2.939400E-16,6.212586E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544743,20231213233756.552999999,20231213163756.552999999,1702510676553,1.292110E+4,4.159699E-18,1.580480E-16,5.014866E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544744,20231213233817.702000000,20231213163817.702000000,1702510697702,1.383530E+4,3.964388E-17,1.725990E-15,1.063239E-7,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544746,20231213233836.339999999,20231213163836.339999999,1702510716340,1.327990E+4,4.825102E-18,1.936530E-16,5.269153E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544747,20231213233841.276000000,20231213163841.276000000,1702510721276,1.187850E+4,7.625437E-18,2.448590E-16,6.137530E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544749,20231213233925.740999999,20231213163925.740999999,1702510765741,1.624970E+4,5.231118E-18,3.141740E-16,5.412985E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544753,20231213234114.739000000,20231213164114.739000000,1702510874739,2.258500E+4,2.112665E-18,2.449700E-16,4.001126E-8,2.199524E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544761,20231213234332.165000000,20231213164332.165000000,1702511012165,1.304270E+4,3.300303E-18,1.276950E-16,4.642550E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544764,20231213234354.260000000,20231213164354.260000000,1702511034260,1.548640E+4,1.726703E-17,9.429530E-16,8.059558E-8,2.195833E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544765,20231213234412.094999999,20231213164412.094999999,1702511052095,1.243870E+4,7.789002E-18,2.744120E-16,6.181102E-8,2.195833E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544767,20231213234458.317000000,20231213164458.317000000,1702511098317,1.326450E+4,4.448315E-18,1.781170E-16,5.128265E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544768,20231213234525.899999999,20231213164525.899999999,1702511125900,1.314440E+4,3.683808E-17,1.447650E-15,1.037539E-7,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544773,20231213234854.771999999,20231213164854.771999999,1702511334772,1.229000E+4,3.909043E-18,1.343700E-16,4.912043E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544774,20231213234913.507999999,20231213164913.507999999,1702511353508,1.406210E+4,7.061959E-18,3.176220E-16,5.982468E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544784,20231214000459.662999999,20231213170459.662999999,1702512299663,2.980800E+4,8.855638E-19,1.789660E-16,2.994415E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544787,20231214000554.854999999,20231213170554.854999999,1702512354855,1.385430E+4,5.317678E-18,2.322840E-16,5.442678E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544796,20231214001619.368000000,20231213171619.368000000,1702512979368,1.284240E+4,5.642670E-18,2.115530E-16,5.551371E-8,2.199524E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544798,20231214001647.148000000,20231213171647.148000000,1702513007148,1.526730E+4,7.662898E-18,4.064860E-16,6.147563E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544799,20231214001726.765000000,20231213171726.765000000,1702513046765,2.248710E+4,6.011155E-18,6.917560E-16,5.669672E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544802,20231214001812.976000000,20231213171812.976000000,1702513092976,1.485150E+4,6.984049E-18,3.505710E-16,5.960386E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544803,20231214001820.569000000,20231213171820.569000000,1702513100569,8.605410E+4,1.923170E-19,3.239260E-16,1.799884E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544805,20231214001831.305999999,20231213171831.305999999,1702513111306,1.327500E+4,6.762619E-18,2.712140E-16,5.896717E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544807,20231214001844.461000000,20231213171844.461000000,1702513124461,1.225700E+4,2.937725E-18,1.003840E-16,4.465900E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544809,20231214001857.138000000,20231213171857.138000000,1702513137138,1.234140E+4,1.326010E-17,4.596250E-16,7.380530E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544815,20231214002141.831999999,20231213172141.831999999,1702513301832,4.560750E+4,4.299365E-19,2.036330E-16,2.353460E-8,2.195833E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544818,20231214002233.645000000,20231213172233.645000000,1702513353645,1.742220E+4,6.832757E-18,4.719870E-16,5.917033E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544824,20231214002431.621000000,20231213172431.621000000,1702513471621,1.303990E+4,7.134156E-18,2.760700E-16,6.002786E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544829,20231214002657.070999999,20231213172657.070999999,1702513617071,1.328030E+4,8.105134E-18,3.253150E-16,6.263620E-8,2.197063E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544833,20231214003241.015000000,20231213173241.015000000,1702513961015,1.254650E+4,2.817013E-18,1.008600E-16,4.403874E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544846,20231214004345.398999999,20231213174345.398999999,1702514625399,1.658850E+4,5.572593E-18,3.487840E-16,5.528294E-8,2.198294E+0," IDEX "," 2023_12_13_run2 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544851,20231214163223.672999999,20231214093223.672999999,1702571543673,1.948700E+4,1.028372E-17,8.887270E-16,6.780922E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544854,20231214163650.776000000,20231214093650.776000000,1702571810776,1.351870E+4,6.468776E-18,2.690420E-16,5.810043E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544861,20231214164152.327999999,20231214094152.327999999,1702572112328,1.808670E+4,5.761686E-18,4.291800E-16,5.590129E-8,2.195833E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544865,20231214164403.922999999,20231214094403.922999999,1702572243923,2.381830E+4,4.797392E-18,6.186840E-16,5.259047E-8,2.199524E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544868,20231214164650.152000000,20231214094650.152000000,1702572410152,1.271340E+4,1.145199E-17,4.210070E-16,7.028548E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544871,20231214164928.307000000,20231214094928.307000000,1702572568307,1.321340E+4,4.593499E-18,1.825160E-16,5.183461E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544872,20231214165007.293000000,20231214095007.293000000,1702572607293,1.821330E+4,7.198742E-18,5.434530E-16,6.020846E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544873,20231214165038.484999999,20231214095038.484999999,1702572638485,1.303660E+4,5.237493E-18,2.024590E-16,5.415183E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544875,20231214165133.427000000,20231214095133.427000000,1702572693427,2.299930E+4,2.406928E-18,2.897480E-16,4.178878E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544877,20231214165433.611000000,20231214095433.611000000,1702572873611,1.375590E+4,1.014463E-17,4.368600E-16,6.750211E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544881,20231214165838.944000000,20231214095838.944000000,1702573118944,2.307800E+4,2.299653E-18,2.785760E-16,4.115849E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544885,20231214170046.225000000,20231214100046.225000000,1702573246225,1.889090E+4,3.103351E-18,2.518960E-16,4.548299E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544887,20231214170230.885999999,20231214100230.885999999,1702573350886,1.326070E+4,6.055471E-18,2.423310E-16,5.683571E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544888,20231214170235.541999999,20231214100235.541999999,1702573355542,2.213430E+4,5.742274E-18,6.398830E-16,5.583844E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544892,20231214170839.069999999,20231214100839.069999999,1702573719070,1.340540E+4,3.406197E-18,1.393020E-16,4.691682E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544899,20231214171402.317999999,20231214101402.317999999,1702574042318,4.617640E+4,2.185821E-18,1.061270E-15,4.046785E-8,2.195833E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544900,20231214171930.604999999,20231214101930.604999999,1702574370605,1.414810E+4,1.146840E-17,5.224290E-16,7.031905E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544903,20231214172253.055999999,20231214102253.055999999,1702574573056,1.726700E+4,5.476178E-18,3.713610E-16,5.496225E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544904,20231214172316.158000000,20231214102316.158000000,1702574596158,2.001120E+4,5.299855E-18,4.827200E-16,5.436591E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544905,20231214172324.692000000,20231214102324.692000000,1702574604692,1.448750E+4,6.723811E-18,3.209870E-16,5.885416E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544908,20231214172535.817000000,20231214102535.817000000,1702574735817,1.449900E+4,2.730893E-18,1.307230E-16,4.358532E-8,2.195833E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544912,20231214172919.084999999,20231214102919.084999999,1702574959085,1.379680E+4,4.689074E-18,2.031290E-16,5.219165E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544920,20231214173332.876000000,20231214103332.876000000,1702575212876,1.276550E+4,1.363861E-17,5.057940E-16,7.450098E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544921,20231214173347.265000000,20231214103347.265000000,1702575227265,8.837830E+3,1.168384E-17,2.076850E-16,7.075665E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544923,20231214173405.603000000,20231214103405.603000000,1702575245603,9.336740E+3,1.836210E-17,3.640810E-16,8.226456E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544926,20231214173449.717999999,20231214103449.717999999,1702575289718,8.736980E+3,5.308176E-17,9.211070E-16,1.171891E-7,2.199524E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544929,20231214173520.425999999,20231214103520.425999999,1702575320426,1.360590E+4,1.129411E-17,4.752790E-16,6.996099E-8,2.199524E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544930,20231214173525.682999999,20231214103525.682999999,1702575325683,1.181490E+4,3.866735E-18,1.226320E-16,4.894257E-8,2.200754E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544931,20231214173536.469999999,20231214103536.469999999,1702575336470,1.372150E+4,5.472895E-18,2.345030E-16,5.495126E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544933,20231214173552.347999999,20231214103552.347999999,1702575352348,1.130610E+4,7.523787E-17,2.188720E-15,1.316389E-7,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544935,20231214173630.157000000,20231214103630.157000000,1702575390157,1.033010E+4,1.732478E-18,4.204960E-17,3.745081E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",4," Iron "
8544939,20231214173808.405000000,20231214103808.405000000,1702575488405,8.817080E+3,2.431112E-17,4.296320E-16,9.033172E-8,2.199524E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544942,20231214173829.890999999,20231214103829.890999999,1702575509891,1.080690E+4,8.903002E-18,2.364960E-16,6.462752E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544947,20231214173921.567999999,20231214103921.567999999,1702575561568,2.387820E+4,3.103755E-18,4.025090E-16,4.548496E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544953,20231214174105.510999999,20231214104105.510999999,1702575665511,1.498500E+4,6.112507E-18,3.123640E-16,5.701360E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544955,20231214174111.120000000,20231214104111.120000000,1702575671120,1.374060E+4,3.437897E-18,1.476350E-16,4.706192E-8,2.198294E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
8544958,20231214174151.469999999,20231214104151.469999999,1702575711470,1.635010E+4,3.860815E-18,2.348810E-16,4.891758E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",3," Iron "
8544961,20231214174210.328999999,20231214104210.328999999,1702575730329,1.208950E+4,8.860635E-18,2.947200E-16,6.452484E-8,2.197063E+0," IDEX "," 2023_12_14_run0 "," 12-90 km/s. Fe/pt olivine mix. IDEX FM. Det2500. Position 5 ",5," Iron "
