,Time,TOF H,TOF M,TOF L
1746,-8.888461538461538,0.03187044967880086,0.01688559,0.264196
1747,-8.884615384615385,0.0316847965738758,0.016984917,0.263168
1748,-8.880769230769232,0.03149914346895075,0.016984917,0.263682
1749,-8.876923076923077,0.0315610278372591,0.016951808,0.262654
1750,-8.873076923076923,0.03187044967880086,0.016918699,0.26471
1751,-8.86923076923077,0.0316847965738758,0.016984917,0.262654
1752,-8.865384615384617,0.031375374732334045,0.016984917,0.265224
1753,-8.861538461538462,0.0315610278372591,0.016951808,0.262654
1754,-8.857692307692307,0.031932334047109205,0.016984917,0.265224
1755,-8.853846153846154,0.0316847965738758,0.016984917,0.262654
1756,-8.850000000000001,0.031375374732334045,0.016984917,0.264196
1757,-8.846153846153847,0.0314372591006424,0.016918699,0.264196
1758,-8.842307692307692,0.031808565310492504,0.016984917,0.26471
1759,-8.838461538461539,0.031746680942184156,0.017018026,0.264196
1760,-8.834615384615384,0.0315610278372591,0.016951808,0.263682
1761,-8.830769230769231,0.031746680942184156,0.016951808,0.263682
1762,-8.826923076923077,0.032056102783725914,0.016951808,0.263168
1763,-8.823076923076922,0.031808565310492504,0.017018026,0.26471
1764,-8.819230769230769,0.031375374732334045,0.016951808,0.262654
1765,-8.815384615384616,0.03131349036402569,0.016918699,0.26471
1766,-8.811538461538461,0.0316847965738758,0.016984917,0.262654
1767,-8.807692307692307,0.03149914346895075,0.016984917,0.265224
1768,-8.803846153846154,0.03149914346895075,0.016951808,0.262654
1769,-8.8,0.03162291220556745,0.016951808,0.264196
1770,-8.796153846153846,0.03187044967880086,0.017018026,0.263168
1771,-8.792307692307691,0.03162291220556745,0.016984917,0.264196
1772,-8.788461538461538,0.03162291220556745,0.016951808,0.264196
1773,-8.784615384615385,0.031746680942184156,0.016951808,0.263168
1774,-8.78076923076923,0.031808565310492504,0.017018026,0.262654
1775,-8.776923076923076,0.031746680942184156,0.016984917,0.26214000000000004
1776,-8.773076923076923,0.031251605995717344,0.016918699,0.26471
1777,-8.76923076923077,0.03162291220556745,0.016984917,0.262654
1778,-8.765384615384615,0.031746680942184156,0.017018026,0.265224
1779,-8.76153846153846,0.03162291220556745,0.016951808,0.262654
1780,-8.757692307692308,0.0314372591006424,0.016984917,0.265224
1781,-8.753846153846155,0.0315610278372591,0.016951808,0.262654
1782,-8.75,0.031808565310492504,0.017018026,0.26471
1783,-8.746153846153845,0.03149914346895075,0.016951808,0.263682
1784,-8.742307692307692,0.0316847965738758,0.016984917,0.26471
1785,-8.73846153846154,0.03187044967880086,0.016984917,0.264196
1786,-8.734615384615385,0.03162291220556745,0.016951808,0.264196
1787,-8.73076923076923,0.0314372591006424,0.016951808,0.263168
1788,-8.726923076923077,0.03162291220556745,0.016984917,0.262654
1789,-8.723076923076924,0.031808565310492504,0.016984917,0.26471
1790,-8.71923076923077,0.03162291220556745,0.016951808,0.262654
1791,-8.715384615384615,0.03149914346895075,0.016951808,0.265224
