timeGps (yyyy-D-'T'HH:mm:ss),type,message,filename
2025-343-T00:06:31,EM,"2025/343-00:06:22.942 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_00_00_26.event_messages
2025-343-T00:06:32,EM,"2025/343-00:06:23.742 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_dec_09_00_00_26.event_messages
2025-343-T00:06:33,EM,"2025/343-00:06:23.742 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_00_00_26.event_messages
2025-343-T00:09:48,EM,2025/343-00:09:43.000 SCI science activity completed: sciState16Dictionary(PROCESS),f25_dec_09_00_00_26.event_messages
2025-343-T00:12:37,EM,2025/343-00:12:31.999 SCI science activity completed: sciState16Dictionary(PROCESS),f25_dec_09_00_10_35.event_messages
2025-343-T00:36:40,EM,2025/343-00:36:34.991 SCI science activity completed: sciState16Dictionary(PROCESS),f25_dec_09_00_30_51.event_messages
2025-343-T00:58:40,EM,2025/343-00:58:33.984 SCI science activity completed: sciState16Dictionary(PROCESS),f25_dec_09_00_51_07.event_messages
2025-343-T01:32:12,EM,2025/343-01:32:06.773 SCI science activity completed: sciState16Dictionary(PROCESS),f25_dec_09_01_31_39.event_messages
2025-343-T01:32:22,EM,"2025/343-01:32:16.913 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:23,EM,"2025/343-01:32:17.913 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:25,EM,"2025/343-01:32:19.913 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:26,EM,"2025/343-01:32:20.913 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:28,EM,"2025/343-01:32:22.913 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:30,EM,"2025/343-01:32:22.913 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:31,EM,"2025/343-01:32:23.713 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:32:34,EM,"2025/343-01:32:23.713 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:34,EM,"2025/343-01:33:26.913 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:36,EM,"2025/343-01:33:27.913 SEQ success (len=0x0580, opCodeLCDictionary(setprm))",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:40,EM,"2025/343-01:33:28.913 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:42,EM,"2025/343-01:33:30.913 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:43,EM,"2025/343-01:33:31.913 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:46,EM,"2025/343-01:33:33.912 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_dec_09_01_31_39.event_messages
2025-343-T01:33:48,EM,"2025/343-01:33:33.913 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:42,EM,"2025/343-01:34:36.912 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:43,EM,"2025/343-01:34:37.912 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:46,EM,"2025/343-01:34:39.912 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:48,EM,"2025/343-01:34:40.912 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:49,EM,"2025/343-01:34:42.912 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:52,EM,2025/343-01:34:43.512 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_dec_09_01_31_39.event_messages
2025-343-T01:34:54,EM,"2025/343-01:34:43.912 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_dec_09_01_31_39.event_messages
2025-343-T01:34:58,EM,"2025/343-01:34:44.912 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_dec_09_01_31_39.event_messages
2025-343-T01:35:00,EM,"2025/343-01:34:45.912 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_dec_09_01_31_39.event_messages
2025-343-T01:35:01,EM,"2025/343-01:34:46.914 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_dec_09_01_31_39.event_messages
2025-343-T01:35:04,EM,"2025/343-01:34:47.914 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_dec_09_01_31_39.event_messages
2025-343-T01:35:06,EM,"2025/343-01:34:48.914 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_dec_09_01_31_39.event_messages
2025-343-T01:35:07,EM,"2025/343-01:34:49.912 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_01_31_39.event_messages
2025-343-T01:35:34,EM,2025/343-01:35:27.512 AUT hvps state changed to hvStateDictionary(STANDBY),f25_dec_09_01_31_39.event_messages
2025-343-T01:35:58,EM,"2025/343-01:35:50.912 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_dec_09_01_31_39.event_messages
2025-343-T01:36:00,EM,"2025/343-01:35:51.912 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_dec_09_01_31_39.event_messages
2025-343-T01:36:01,EM,"2025/343-01:35:52.912 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_01_31_39.event_messages
2025-343-T01:36:04,EM,"2025/343-01:35:54.912 SEQ success (len=0x0580, opCodeLCDictionary(sethvpwr))",f25_dec_09_01_31_39.event_messages
2025-343-T01:36:06,EM,"2025/343-01:35:54.912 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_01_31_39.event_messages
2025-343-T01:36:07,EM,2025/343-01:35:55.512 AUT hvps state changed to hvStateDictionary(OFF),f25_dec_09_01_31_39.event_messages
2025-343-T01:37:48,EM,"2025/343-01:37:41.911 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:37:49,EM,"2025/343-01:37:42.911 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:37:52,EM,"2025/343-01:37:44.911 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_09_01_31_39.event_messages
2025-343-T01:37:55,EM,"2025/343-01:37:45.911 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_09_01_31_39.event_messages
2025-343-T01:37:57,EM,"2025/343-01:37:47.911 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_dec_09_01_31_39.event_messages
2025-343-T01:37:58,EM,"2025/343-01:37:48.711 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:03,EM,"2025/343-01:37:48.911 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:04,EM,"2025/343-01:37:49.711 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:07,EM,"2025/343-01:37:49.711 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:10,EM,"2025/343-01:37:49.911 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:13,EM,"2025/343-01:37:50.911 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:15,EM,"2025/343-01:37:51.911 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_01_31_39.event_messages
2025-343-T01:38:16,EM,"2025/343-01:37:52.911 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_01_31_39.event_messages
2025-343-T01:52:01,EM,"2025/343-01:51:53.904 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_01_51_55.event_messages
2025-343-T01:52:03,EM,"2025/343-01:51:54.904 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_01_51_55.event_messages
2025-343-T01:52:04,EM,"2025/343-01:51:55.904 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_01_51_55.event_messages
2025-343-T02:16:03,EM,"2025/343-02:15:56.889 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_02_12_11.event_messages
2025-343-T02:16:04,EM,"2025/343-02:15:57.889 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_02_12_11.event_messages
2025-343-T02:16:09,EM,"2025/343-02:15:58.889 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_02_12_11.event_messages
2025-343-T02:40:07,EM,"2025/343-02:39:59.871 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_02_32_27.event_messages
2025-343-T02:40:10,EM,"2025/343-02:40:00.871 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_02_32_27.event_messages
2025-343-T02:40:12,EM,"2025/343-02:40:01.871 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_02_32_27.event_messages
2025-343-T03:04:10,EM,"2025/343-03:04:02.853 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_03_02_51.event_messages
2025-343-T03:04:12,EM,"2025/343-03:04:03.852 SEQ success (len=0x0580, opCodeLCDictionary(cfghtr))",f25_dec_09_03_02_51.event_messages
2025-343-T03:04:13,EM,"2025/343-03:04:04.853 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_dec_09_03_02_51.event_messages
2025-345-T00:00:09,EM,"2025/345-00:00:00.229 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:10,EM,2025/345-00:00:00.229 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f25_dec_10_23_51_08.event_messages
2025-345-T00:00:12,EM,"2025/345-00:00:01.229 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:16,EM,2025/345-00:00:01.689 SCI state change: sciState16Dictionary(CHILL) ==&#62; sciState16Dictionary(ACQCLEANUP),f25_dec_10_23_51_08.event_messages
2025-345-T00:00:19,EM,"2025/345-00:00:03.811 MEM cleanup found sci data, blocks empty=0x0026, blocks w/data=0x000d",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:21,EM,2025/345-00:00:05.689 SCI science activity completed: sciState16Dictionary(ACQ),f25_dec_10_23_51_08.event_messages
2025-345-T00:00:21,EM,2025/345-00:00:05.689 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f25_dec_10_23_51_08.event_messages
2025-345-T00:00:27,EM,"2025/345-00:00:07.229 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:27,EM,"2025/345-00:00:08.229 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:31,EM,"2025/345-00:00:10.229 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:33,EM,"2025/345-00:00:11.229 SEQ success (len=0x0580, opCodeLCDictionary(cfgsciacq))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:37,EM,"2025/345-00:00:12.229 SEQ success (len=0x0580, opCodeLCDictionary(cfgadctof))",f25_dec_10_23_51_08.event_messages
2025-345-T00:00:39,EM,"2025/345-00:00:12.229 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_10_23_51_08.event_messages
2025-345-T00:02:15,EM,"2025/345-00:02:05.228 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:16,EM,"2025/345-00:02:06.229 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:19,EM,"2025/345-00:02:08.228 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:22,EM,"2025/345-00:02:09.229 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:25,EM,"2025/345-00:02:11.228 SEQ success (len=0x0580, opCodeLCDictionary(setprm))",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:27,EM,"2025/345-00:02:12.229 SEQ success (len=0x0580, opCodeLCDictionary(acquire))",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:28,EM,"2025/345-00:02:12.229 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_11_00_01_16.event_messages
2025-345-T00:02:33,EM,2025/345-00:02:12.228 SCI state change: sciState16Dictionary(IDLE) ==&#62; sciState16Dictionary(ACQSETUP),f25_dec_11_00_01_16.event_messages
2025-345-T00:02:34,EM,2025/345-00:02:14.888 SCI state change: sciState16Dictionary(ACQSETUP) ==&#62; sciState16Dictionary(ACQ),f25_dec_11_00_01_16.event_messages
2025-352-T16:53:44,EM,"2025/352-16:53:38.527 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_18_16_49_01.event_messages
2025-352-T16:53:47,EM,2025/352-16:53:38.527 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f25_dec_18_16_49_01.event_messages
2025-352-T16:53:50,EM,"2025/352-16:53:39.527 SEQ success (len=0x0580, opCodeLCDictionary(setprm))",f25_dec_18_16_49_01.event_messages
2025-352-T16:53:52,EM,"2025/352-16:53:40.527 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_18_16_49_01.event_messages
2025-352-T16:53:55,EM,"2025/352-16:53:42.108 MEM cleanup found sci data, blocks empty=0x002f, blocks w/data=0x0004",f25_dec_18_16_49_01.event_messages
2025-352-T16:53:56,EM,2025/352-16:53:43.986 SCI science activity completed: sciState16Dictionary(ACQ),f25_dec_18_16_49_01.event_messages
2025-352-T16:53:59,EM,"2025/352-16:53:45.527 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_18_16_49_01.event_messages
2025-352-T16:54:01,EM,"2025/352-16:53:46.527 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_18_16_49_01.event_messages
2025-352-T16:54:02,EM,"2025/352-16:53:48.527 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_dec_18_16_49_01.event_messages
2025-352-T16:54:05,EM,"2025/352-16:53:48.527 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_18_16_49_01.event_messages
2025-352-T16:54:07,EM,"2025/352-16:53:49.326 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_dec_18_16_49_01.event_messages
2025-352-T16:54:08,EM,"2025/352-16:53:50.327 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_18_16_49_01.event_messages
2025-352-T16:54:11,EM,"2025/352-16:53:50.327 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_18_16_49_01.event_messages
2025-352-T16:59:25,EM,"2025/352-16:59:20.325 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_dec_18_16_59_09.event_messages
2025-352-T16:59:26,EM,"2025/352-16:59:20.325 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_18_16_59_09.event_messages
2025-352-T17:27:00,EM,2025/352-17:26:55.975 SCI science activity completed: sciState16Dictionary(PROCESS),f25_dec_18_17_19_41.event_messages
2025-352-T17:28:04,EM,"2025/352-17:27:55.315 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_18_17_19_41.event_messages
2025-352-T17:28:05,EM,"2025/352-17:27:55.315 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_18_17_19_41.event_messages
2025-361-T00:00:05,EM,"2025/361-00:00:00.552 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:07,EM,2025/361-00:00:00.552 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f25_dec_26_23_52_06.event_messages
2025-361-T00:00:08,EM,"2025/361-00:00:01.552 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:13,EM,2025/361-00:00:02.012 SCI state change: sciState16Dictionary(CHILL) ==&#62; sciState16Dictionary(ACQCLEANUP),f25_dec_26_23_52_06.event_messages
2025-361-T00:00:14,EM,"2025/361-00:00:04.133 MEM cleanup found sci data, blocks empty=0x002d, blocks w/data=0x0006",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:17,EM,2025/361-00:00:06.012 SCI science activity completed: sciState16Dictionary(ACQ),f25_dec_26_23_52_06.event_messages
2025-361-T00:00:20,EM,2025/361-00:00:06.012 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f25_dec_26_23_52_06.event_messages
2025-361-T00:00:23,EM,"2025/361-00:00:07.552 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:25,EM,"2025/361-00:00:08.552 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:26,EM,"2025/361-00:00:10.552 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:32,EM,"2025/361-00:00:11.552 SEQ success (len=0x0580, opCodeLCDictionary(cfgsciacq))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:33,EM,"2025/361-00:00:12.552 SEQ success (len=0x0580, opCodeLCDictionary(cfgadctof))",f25_dec_26_23_52_06.event_messages
2025-361-T00:00:36,EM,"2025/361-00:00:12.552 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_26_23_52_06.event_messages
2025-361-T00:02:09,EM,"2025/361-00:02:05.551 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_dec_26_23_52_06.event_messages
2025-361-T00:02:12,EM,"2025/361-00:02:06.551 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_26_23_52_06.event_messages
2025-361-T00:02:14,EM,"2025/361-00:02:08.551 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_dec_27_00_02_14.event_messages
2025-361-T00:02:15,EM,"2025/361-00:02:09.551 SEQ success (len=0x0580, opCodeLCDictionary(suspidlesci))",f25_dec_27_00_02_14.event_messages
2025-361-T00:02:20,EM,"2025/361-00:02:11.551 SEQ success (len=0x0580, opCodeLCDictionary(setprm))",f25_dec_27_00_02_14.event_messages
2025-361-T00:02:21,EM,"2025/361-00:02:12.551 SEQ success (len=0x0580, opCodeLCDictionary(acquire))",f25_dec_27_00_02_14.event_messages
2025-361-T00:02:24,EM,"2025/361-00:02:12.551 SEQ engine has changed state, eng=seqEngineDictionary(OPER) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_dec_27_00_02_14.event_messages
2025-361-T00:02:27,EM,2025/361-00:02:12.551 SCI state change: sciState16Dictionary(IDLE) ==&#62; sciState16Dictionary(ACQSETUP),f25_dec_27_00_02_14.event_messages
2025-361-T00:02:30,EM,2025/361-00:02:15.211 SCI state change: sciState16Dictionary(ACQSETUP) ==&#62; sciState16Dictionary(ACQ),f25_dec_27_00_02_14.event_messages
2026-5T0-1:30:09,EM,2026/005-01:30:06.048 SEQ Start Fault Resp: FAULT=faultSeqDictionary(SHUTDOWN_RESET) STATE=seqState3Dictionary(Start) ENG=seqEngineStateDictionary(ACTIV) BUFID=0x20,f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:14,EM,"2026/005-01:30:07.028 SEQ success (len=0x0580, opCodeLCDictionary(setseqst))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:15,EM,"2026/005-01:30:08.028 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:18,EM,"2026/005-01:30:09.028 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:21,EM,2026/005-01:30:09.028 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:26,EM,"2026/005-01:30:10.028 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:27,EM,2026/005-01:30:10.688 SCI state change: sciState16Dictionary(CHILL) ==&#62; sciState16Dictionary(ACQCLEANUP),f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:32,EM,2026/005-01:30:10.828 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:33,EM,"2026/005-01:30:11.028 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:36,EM,"2026/005-01:30:12.028 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:39,EM,"2026/005-01:30:12.810 MEM cleanup found sci data, blocks empty=0x002f, blocks w/data=0x0004",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:42,EM,"2026/005-01:30:13.028 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:44,EM,"2026/005-01:30:14.030 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:45,EM,2026/005-01:30:14.688 SCI science activity completed: sciState16Dictionary(ACQ),f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:50,EM,2026/005-01:30:14.688 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:51,EM,"2026/005-01:30:15.030 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:54,EM,"2026/005-01:30:16.030 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:30:57,EM,"2026/005-01:30:17.028 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:00,EM,"2026/005-01:30:18.028 SEQ success (len=0x0580, opCodeLCDictionary(dishtr))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:02,EM,"2026/005-01:30:19.028 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:03,EM,"2026/005-01:30:20.028 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:08,EM,"2026/005-01:30:21.028 SEQ success (len=0x0580, opCodeLCDictionary(dumplog))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:09,EM,"2026/005-01:30:22.028 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:12,EM,2026/005-01:30:53.828 AUT hvps state changed to hvStateDictionary(STANDBY),f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:19,EM,"2026/005-01:31:18.028 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:21,EM,"2026/005-01:31:19.028 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:26,EM,"2026/005-01:31:20.028 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:26,EM,"2026/005-01:31:22.028 SEQ success (len=0x0580, opCodeLCDictionary(sethvpwr))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:29,EM,2026/005-01:31:22.828 AUT hvps state changed to hvStateDictionary(OFF),f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:31,EM,"2026/005-01:31:23.028 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:32,EM,"2026/005-01:31:23.028 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:35,EM,"2026/005-01:31:24.028 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:38,EM,"2026/005-01:31:25.028 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f26_jan_05_01_21_43.event_messages
2026-5T0-1:31:39,EM,"2026/005-01:31:25.028 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f26_jan_05_01_21_43.event_messages
