timeGps (yyyy-D-'T'HH:mm:ss),type,message,filename
2025-310-T20:36:45,EM,"2025/310-20:36:33.176 MEM cleanup found sci data, blocks empty=0x002f, blocks w/data=0x0004",f25_nov_06_20_36_41.event_messages
2025-310-T20:36:47,EM,2025/310-20:36:35.055 SCI science activity completed: sciState16Dictionary(ACQ),f25_nov_06_20_36_41.event_messages
2025-310-T20:36:50,EM,2025/310-20:36:35.055 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f25_nov_06_20_36_41.event_messages
2025-310-T20:38:02,EM,"2025/310-20:37:53.394 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_nov_06_20_36_41.event_messages
2025-310-T20:38:05,EM,"2025/310-20:37:54.394 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_06_20_36_41.event_messages
2025-310-T20:38:06,EM,"2025/310-20:37:54.394 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_20_36_41.event_messages
2025-310-T20:38:29,EM,"2025/310-20:38:20.394 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_nov_06_20_36_41.event_messages
2025-310-T20:38:30,EM,"2025/310-20:38:20.394 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_20_36_41.event_messages
2025-310-T20:44:08,EM,2025/310-20:44:00.050 SCI science activity completed: sciState16Dictionary(PROCESS),f25_nov_06_20_36_41.event_messages
2025-310-T20:44:56,EM,"2025/310-20:44:43.390 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_06_20_36_41.event_messages
2025-310-T20:44:57,EM,"2025/310-20:44:43.390 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_20_36_41.event_messages
2025-310-T20:46:24,EM,"2025/310-20:46:14.389 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_nov_06_20_36_41.event_messages
2025-310-T20:46:26,EM,"2025/310-20:46:14.389 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_20_36_41.event_messages
2025-310-T20:48:27,EM,2025/310-20:48:18.188 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_06_20_46_49.event_messages
2025-310-T20:48:30,EM,2025/310-20:48:20.188 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_20_46_49.event_messages
2025-310-T20:49:50,EM,2025/310-20:49:42.008 SCI state change: sciState16Dictionary(IDLE) ==&#62; sciState16Dictionary(ACQSETUP),f25_nov_06_20_46_49.event_messages
2025-310-T20:49:55,EM,2025/310-20:49:44.647 SCI state change: sciState16Dictionary(ACQSETUP) ==&#62; sciState16Dictionary(ACQ),f25_nov_06_20_46_49.event_messages
2025-310-T20:50:54,EM,2025/310-20:50:44.187 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_06_20_46_49.event_messages
2025-310-T20:50:57,EM,2025/310-20:50:47.187 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_20_46_49.event_messages
2025-310-T20:55:08,EM,2025/310-20:55:01.185 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_06_20_46_49.event_messages
2025-310-T20:55:12,EM,2025/310-20:55:03.185 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_20_46_49.event_messages
2025-310-T20:59:06,EM,2025/310-20:58:58.183 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_06_20_56_58.event_messages
2025-310-T20:59:09,EM,2025/310-20:59:01.183 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_20_56_58.event_messages
2025-310-T21:02:08,EM,2025/310-21:02:00.181 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_06_20_56_58.event_messages
2025-310-T21:02:14,EM,2025/310-21:02:02.181 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_20_56_58.event_messages
2025-310-T21:04:48,EM,2025/310-21:04:38.180 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_06_20_56_58.event_messages
2025-310-T21:04:50,EM,2025/310-21:04:41.180 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_20_56_58.event_messages
2025-310-T21:06:29,EM,2025/310-21:06:21.099 SCI state change: sciState16Dictionary(ACQ) ==&#62; sciState16Dictionary(CHILL),f25_nov_06_20_56_58.event_messages
2025-310-T21:06:32,EM,2025/310-21:06:23.038 SCI state change: sciState16Dictionary(CHILL) ==&#62; sciState16Dictionary(ACQCLEANUP),f25_nov_06_20_56_58.event_messages
2025-310-T21:06:35,EM,"2025/310-21:06:25.160 MEM cleanup found sci data, blocks empty=0x0032, blocks w/data=0x0001",f25_nov_06_20_56_58.event_messages
2025-310-T21:06:37,EM,2025/310-21:06:27.038 SCI science activity completed: sciState16Dictionary(ACQ),f25_nov_06_20_56_58.event_messages
2025-310-T21:06:38,EM,2025/310-21:06:27.038 SCI state change: sciState16Dictionary(ACQCLEANUP) ==&#62; sciState16Dictionary(IDLE),f25_nov_06_20_56_58.event_messages
2025-310-T21:07:27,EM,"2025/310-21:07:18.378 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_nov_06_21_07_06.event_messages
2025-310-T21:07:29,EM,"2025/310-21:07:19.378 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_06_21_07_06.event_messages
2025-310-T21:07:30,EM,"2025/310-21:07:19.378 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_21_07_06.event_messages
2025-310-T21:07:54,EM,"2025/310-21:07:45.378 SEQ success (len=0x0580, opCodeLCDictionary(noop))",f25_nov_06_21_07_06.event_messages
2025-310-T21:07:55,EM,"2025/310-21:07:45.378 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_21_07_06.event_messages
2025-310-T21:14:04,EM,2025/310-21:13:56.034 SCI science activity completed: sciState16Dictionary(PROCESS),f25_nov_06_21_07_06.event_messages
2025-310-T21:15:28,EM,"2025/310-21:15:16.374 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_06_21_07_06.event_messages
2025-310-T21:15:29,EM,"2025/310-21:15:16.374 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_06_21_07_06.event_messages
2025-310-T21:16:57,EM,2025/310-21:16:48.173 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_06_21_07_06.event_messages
2025-310-T21:16:59,EM,2025/310-21:16:51.173 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_06_21_07_06.event_messages
2025-318-T13:50:17,EM,2025/318-13:50:10.010 AUT hvps state changed to hvStateDictionary(RAMPUP),f25_nov_14_13_46_02.event_messages
2025-318-T13:50:23,EM,2025/318-13:50:16.010 AUT hvps state changed to hvStateDictionary(ACTIVE),f25_nov_14_13_46_02.event_messages
2025-327-T22:15:10,EM,2025/327-22:15:03.022 SEQ Start Fault Resp: FAULT=faultSeqDictionary(SHUTDOWN_RESET) STATE=seqState3Dictionary(Start) ENG=seqEngineStateDictionary(ACTIV) BUFID=0x20,f25_nov_23_22_14_00.event_messages
2025-327-T22:15:13,EM,"2025/327-22:15:03.402 SEQ success (len=0x0580, opCodeLCDictionary(setseqst))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:15,EM,"2025/327-22:15:04.401 SEQ success (len=0x0580, opCodeLCDictionary(haltstim))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:16,EM,"2025/327-22:15:05.401 SEQ success (len=0x0580, opCodeLCDictionary(haltsci))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:19,EM,"2025/327-22:15:06.401 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:21,EM,2025/327-22:15:07.202 AUT hvps state changed to hvStateDictionary(RAMPDOWN),f25_nov_23_22_14_00.event_messages
2025-327-T22:15:27,EM,"2025/327-22:15:07.401 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:28,EM,"2025/327-22:15:08.401 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:31,EM,"2025/327-22:15:09.401 SEQ success (len=0x0580, opCodeLCDictionary(sethvsetpt))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:33,EM,"2025/327-22:15:10.403 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:34,EM,"2025/327-22:15:11.403 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:37,EM,"2025/327-22:15:12.403 SEQ success (len=0x0580, opCodeLCDictionary(pwradc))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:39,EM,"2025/327-22:15:13.401 SEQ success (len=0x0580, opCodeLCDictionary(haltmem))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:40,EM,"2025/327-22:15:14.401 SEQ success (len=0x0580, opCodeLCDictionary(dishtr))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:43,EM,"2025/327-22:15:15.401 SEQ success (len=0x0580, opCodeLCDictionary(dualcmd))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:45,EM,"2025/327-22:15:16.401 SEQ success (len=0x0580, opCodeLCDictionary(rawwrt))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:46,EM,"2025/327-22:15:17.401 SEQ success (len=0x0580, opCodeLCDictionary(dumplog))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:51,EM,"2025/327-22:15:18.401 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_nov_23_22_14_00.event_messages
2025-327-T22:15:57,EM,2025/327-22:15:50.201 AUT hvps state changed to hvStateDictionary(STANDBY),f25_nov_23_22_14_00.event_messages
2025-327-T22:16:21,EM,"2025/327-22:16:14.401 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_nov_23_22_14_00.event_messages
2025-327-T22:16:22,EM,"2025/327-22:16:15.401 SEQ success (len=0x0580, opCodeLCDictionary(dshvosc))",f25_nov_23_22_14_00.event_messages
2025-327-T22:16:25,EM,"2025/327-22:16:16.401 SEQ success (len=0x0580, opCodeLCDictionary(susprel))",f25_nov_23_22_14_00.event_messages
2025-327-T22:16:27,EM,"2025/327-22:16:18.401 SEQ success (len=0x0580, opCodeLCDictionary(sethvpwr))",f25_nov_23_22_14_00.event_messages
2025-327-T22:16:28,EM,2025/327-22:16:19.201 AUT hvps state changed to hvStateDictionary(OFF),f25_nov_23_22_14_00.event_messages
2025-327-T22:16:31,EM,"2025/327-22:16:19.401 SEQ success (len=0x0580, opCodeLCDictionary(chgmode))",f25_nov_23_22_14_00.event_messages
2025-327-T22:16:33,EM,"2025/327-22:16:19.401 SEQ engine has changed state, eng=seqEngineDictionary(AUTO) was=seqEngineStateDictionary(ACTIV) is=seqEngineStateDictionary(IDLE) 0x00",f25_nov_23_22_14_00.event_messages
2025-327-T23:09:43,EM,"2010/001-00:00:01.812 UPK boot fsw says hello, version=02.00.0000",f25_nov_23_23_04_40.event_messages
