eventnum,SCI0Time32_seconds,utc_datetime
imap_idex_l0_raw_20251217_v001/25,502996826,2025-12-09T17:20:26.397008Z
imap_idex_l0_raw_20251217_v001/26,502997903,2025-12-09T17:38:23.384559Z
imap_idex_l0_raw_20251217_v001/27,503003965,2025-12-09T19:19:25.791234Z
imap_idex_l0_raw_20251217_v001/28,503005403,2025-12-09T19:43:23.815411Z
imap_idex_l0_raw_20251217_v001/29,503007141,2025-12-09T20:12:21.680674Z
imap_idex_l0_raw_20251217_v001/3,503625735,2025-12-17T00:02:15.217624Z
imap_idex_l0_raw_20251217_v001/30,503007396,2025-12-09T20:16:36.979485Z
imap_idex_l0_raw_20251217_v001/31,503008194,2025-12-09T20:29:54.982292Z
imap_idex_l0_raw_20251217_v001/32,503008799,2025-12-09T20:39:59.400674Z
imap_idex_l0_raw_20251217_v001/33,503009801,2025-12-09T20:56:41.499846Z
imap_idex_l0_raw_20251217_v001/34,503011543,2025-12-09T21:25:43.556525Z
imap_idex_l0_raw_20251217_v001/35,503012203,2025-12-09T21:36:43.203144Z
imap_idex_l0_raw_20251217_v001/36,503013782,2025-12-09T22:03:02.482418Z
imap_idex_l0_raw_20251217_v001/37,503015971,2025-12-09T22:39:31.311435Z
imap_idex_l0_raw_20251217_v001/38,503017049,2025-12-09T22:57:29.132893Z
imap_idex_l0_raw_20251217_v001/39,503017063,2025-12-09T22:57:43.177594Z
imap_idex_l0_raw_20251217_v001/4,503625743,2025-12-17T00:02:23.344629Z
imap_idex_l0_raw_20251217_v001/40,503017727,2025-12-09T23:08:47.893660Z
imap_idex_l0_raw_20251217_v001/41,503017949,2025-12-09T23:12:29.289346Z
imap_idex_l0_raw_20251217_v001/42,503019579,2025-12-09T23:39:39.129773Z
imap_idex_l0_raw_20251217_v001/43,503020584,2025-12-09T23:56:24.153648Z
imap_idex_l0_raw_20251217_v001/44,503020740,2025-12-09T23:59:00.210680Z
imap_idex_l0_raw_20251217_v001/45,503024956,2025-12-10T01:09:16.441361Z
imap_idex_l0_raw_20251217_v001/46,503025349,2025-12-10T01:15:49.354133Z
imap_idex_l0_raw_20251217_v001/47,503025666,2025-12-10T01:21:06.566819Z
imap_idex_l0_raw_20251217_v001/48,503026407,2025-12-10T01:33:27.440577Z
imap_idex_l0_raw_20251217_v001/49,503026859,2025-12-10T01:40:59.443202Z
imap_idex_l0_raw_20251217_v001/5,503625751,2025-12-17T00:02:31.633382Z
imap_idex_l0_raw_20251217_v001/50,503027888,2025-12-10T01:58:08.192092Z
imap_idex_l0_raw_20251217_v001/51,503031559,2025-12-10T02:59:19.250237Z
imap_idex_l0_raw_20251217_v001/52,503033881,2025-12-10T03:38:01.272990Z
imap_idex_l0_raw_20251217_v001/53,503035395,2025-12-10T04:03:15.197248Z
imap_idex_l0_raw_20251217_v001/54,503038176,2025-12-10T04:49:36.823874Z
imap_idex_l0_raw_20251217_v001/55,503043450,2025-12-10T06:17:30.557231Z
imap_idex_l0_raw_20251217_v001/56,503044882,2025-12-10T06:41:22.633208Z
imap_idex_l0_raw_20251217_v001/57,503045139,2025-12-10T06:45:39.851217Z
imap_idex_l0_raw_20251217_v001/58,503045462,2025-12-10T06:51:02.915360Z
imap_idex_l0_raw_20251217_v001/59,503047291,2025-12-10T07:21:31.195472Z
imap_idex_l0_raw_20251217_v001/6,503625759,2025-12-17T00:02:39.750068Z
imap_idex_l0_raw_20251217_v001/60,503048554,2025-12-10T07:42:34.649774Z
imap_idex_l0_raw_20251217_v001/61,503051177,2025-12-10T08:26:17.477446Z
imap_idex_l0_raw_20251217_v001/62,503051361,2025-12-10T08:29:21.170437Z
imap_idex_l0_raw_20251217_v001/63,503051649,2025-12-10T08:34:09.141434Z
imap_idex_l0_raw_20251217_v001/64,503052026,2025-12-10T08:40:26.429801Z
imap_idex_l0_raw_20251217_v001/65,503054756,2025-12-10T09:25:56.909615Z
imap_idex_l0_raw_20251217_v001/66,503054790,2025-12-10T09:26:30.474197Z
imap_idex_l0_raw_20251217_v001/67,503055104,2025-12-10T09:31:44.934034Z
imap_idex_l0_raw_20251217_v001/68,503055954,2025-12-10T09:45:54.748230Z
imap_idex_l0_raw_20251217_v001/69,503058386,2025-12-10T10:26:26.588254Z
imap_idex_l0_raw_20251217_v001/7,503625773,2025-12-17T00:02:53.762122Z
imap_idex_l0_raw_20251217_v001/70,503060832,2025-12-10T11:07:12.779583Z
imap_idex_l0_raw_20251217_v001/71,503062488,2025-12-10T11:34:48.422903Z
imap_idex_l0_raw_20251217_v001/72,503065210,2025-12-10T12:20:10.890245Z
imap_idex_l0_raw_20251217_v001/73,503071049,2025-12-10T13:57:29.197510Z
imap_idex_l0_raw_20251217_v001/74,503072883,2025-12-10T14:28:03.877734Z
imap_idex_l0_raw_20251217_v001/75,503076463,2025-12-10T15:27:43.301543Z
imap_idex_l0_raw_20251217_v001/76,503079673,2025-12-10T16:21:13.488631Z
imap_idex_l0_raw_20251217_v001/77,503083144,2025-12-10T17:19:04.259634Z
imap_idex_l0_raw_20251217_v001/78,503083910,2025-12-10T17:31:50.997062Z
imap_idex_l0_raw_20251217_v001/79,503084354,2025-12-10T17:39:14.112952Z
imap_idex_l0_raw_20251217_v001/8,503625785,2025-12-17T00:03:05.297353Z
imap_idex_l0_raw_20251217_v001/80,503086784,2025-12-10T18:19:44.924942Z
imap_idex_l0_raw_20251217_v001/81,503088179,2025-12-10T18:42:59.643425Z
imap_idex_l0_raw_20251217_v001/82,503091799,2025-12-10T19:43:19.538587Z
imap_idex_l0_raw_20251217_v001/83,503093253,2025-12-10T20:07:33.966934Z
imap_idex_l0_raw_20251217_v001/84,503094947,2025-12-10T20:35:47.237453Z
imap_idex_l0_raw_20251217_v001/85,503098093,2025-12-10T21:28:13.775864Z
imap_idex_l0_raw_20251217_v001/86,503099149,2025-12-10T21:45:49.153611Z
imap_idex_l0_raw_20251217_v001/87,503101009,2025-12-10T22:16:49.428903Z
imap_idex_l0_raw_20251217_v001/88,503101824,2025-12-10T22:30:24.978494Z
imap_idex_l0_raw_20251217_v001/89,503102681,2025-12-10T22:44:41.165482Z
imap_idex_l0_raw_20251217_v001/9,503625797,2025-12-17T00:03:17.984918Z
imap_idex_l0_raw_20251217_v001/90,503102759,2025-12-10T22:45:59.598849Z
imap_idex_l0_raw_20251217_v001/91,503105157,2025-12-10T23:25:57.875172Z
imap_idex_l0_raw_20251217_v001/92,503105186,2025-12-10T23:26:26.706069Z
imap_idex_l0_raw_20251217_v001/93,503106145,2025-12-10T23:42:25.646026Z
imap_idex_l0_raw_20251217_v001/94,503109913,2025-12-11T00:45:13.320264Z
imap_idex_l0_raw_20251217_v001/95,503110063,2025-12-11T00:47:43.870671Z
imap_idex_l0_raw_20251217_v001/96,503110661,2025-12-11T00:57:41.262435Z
imap_idex_l0_raw_20251217_v001/97,503121069,2025-12-11T03:51:09.641310Z
imap_idex_l0_raw_20251217_v001/98,503123617,2025-12-11T04:33:37.543271Z
imap_idex_l0_raw_20251217_v001/99,503124210,2025-12-11T04:43:30.470613Z
imap_idex_l0_raw_20251218_v003/1,502762339,2025-12-07T00:12:19.765251Z
imap_idex_l0_raw_20251218_v003/10,502779742,2025-12-07T05:02:22.708154Z
imap_idex_l0_raw_20251218_v003/100,502919056,2025-12-08T19:44:16.888097Z
imap_idex_l0_raw_20251218_v003/101,502921132,2025-12-08T20:18:52.310731Z
imap_idex_l0_raw_20251218_v003/102,502923337,2025-12-08T20:55:37.955261Z
imap_idex_l0_raw_20251218_v003/103,502924012,2025-12-08T21:06:52.742691Z
imap_idex_l0_raw_20251218_v003/104,502925559,2025-12-08T21:32:39.776907Z
imap_idex_l0_raw_20251218_v003/105,502926728,2025-12-08T21:52:08.363887Z
imap_idex_l0_raw_20251218_v003/106,502926791,2025-12-08T21:53:11.426207Z
imap_idex_l0_raw_20251218_v003/107,502927683,2025-12-08T22:08:03.387541Z
imap_idex_l0_raw_20251218_v003/108,502928574,2025-12-08T22:22:54.351990Z
imap_idex_l0_raw_20251218_v003/109,502929346,2025-12-08T22:35:46.516262Z
imap_idex_l0_raw_20251218_v003/11,502780215,2025-12-07T05:10:15.568894Z
imap_idex_l0_raw_20251218_v003/110,502929378,2025-12-08T22:36:18.986084Z
imap_idex_l0_raw_20251218_v003/111,502930581,2025-12-08T22:56:21.604477Z
imap_idex_l0_raw_20251218_v003/112,502931810,2025-12-08T23:16:50.714193Z
imap_idex_l0_raw_20251218_v003/113,502931984,2025-12-08T23:19:44.164769Z
imap_idex_l0_raw_20251218_v003/114,502933015,2025-12-08T23:36:55.853253Z
imap_idex_l0_raw_20251218_v003/115,502933688,2025-12-08T23:48:08.862250Z
imap_idex_l0_raw_20251218_v003/12,502781186,2025-12-07T05:26:26.541125Z
imap_idex_l0_raw_20251218_v003/13,502783844,2025-12-07T06:10:44.772153Z
imap_idex_l0_raw_20251218_v003/14,502785394,2025-12-07T06:36:34.562691Z
imap_idex_l0_raw_20251218_v003/15,502785833,2025-12-07T06:43:53.964824Z
imap_idex_l0_raw_20251218_v003/16,502786792,2025-12-07T06:59:52.885330Z
imap_idex_l0_raw_20251218_v003/17,502789226,2025-12-07T07:40:26.932157Z
imap_idex_l0_raw_20251218_v003/18,502789809,2025-12-07T07:50:09.790284Z
imap_idex_l0_raw_20251218_v003/19,502790404,2025-12-07T08:00:04.541102Z
imap_idex_l0_raw_20251218_v003/2,502762668,2025-12-07T00:17:48.508846Z
imap_idex_l0_raw_20251218_v003/20,502790772,2025-12-07T08:06:12.350434Z
imap_idex_l0_raw_20251218_v003/21,502791426,2025-12-07T08:17:06.555299Z
imap_idex_l0_raw_20251218_v003/22,502795722,2025-12-07T09:28:42.210915Z
imap_idex_l0_raw_20251218_v003/23,502799951,2025-12-07T10:39:11.228946Z
imap_idex_l0_raw_20251218_v003/24,502800848,2025-12-07T10:54:08.820239Z
imap_idex_l0_raw_20251218_v003/25,502801459,2025-12-07T11:04:19.121647Z
imap_idex_l0_raw_20251218_v003/26,502803451,2025-12-07T11:37:31.850948Z
imap_idex_l0_raw_20251218_v003/27,502804337,2025-12-07T11:52:17.275939Z
imap_idex_l0_raw_20251218_v003/28,502805930,2025-12-07T12:18:50.798086Z
imap_idex_l0_raw_20251218_v003/29,502808076,2025-12-07T12:54:36.925996Z
imap_idex_l0_raw_20251218_v003/3,502763204,2025-12-07T00:26:44.181716Z
imap_idex_l0_raw_20251218_v003/30,502811718,2025-12-07T13:55:18.175009Z
imap_idex_l0_raw_20251218_v003/31,502812489,2025-12-07T14:08:09.190638Z
imap_idex_l0_raw_20251218_v003/32,502815011,2025-12-07T14:50:11.899801Z
imap_idex_l0_raw_20251218_v003/33,502815688,2025-12-07T15:01:28.332894Z
imap_idex_l0_raw_20251218_v003/34,502815883,2025-12-07T15:04:43.708180Z
imap_idex_l0_raw_20251218_v003/35,502817948,2025-12-07T15:39:08.332414Z
imap_idex_l0_raw_20251218_v003/36,502819061,2025-12-07T15:57:41.493883Z
imap_idex_l0_raw_20251218_v003/37,502819685,2025-12-07T16:08:05.770336Z
imap_idex_l0_raw_20251218_v003/38,502820245,2025-12-07T16:17:25.308485Z
imap_idex_l0_raw_20251218_v003/39,502823815,2025-12-07T17:16:55.484633Z
imap_idex_l0_raw_20251218_v003/4,502767315,2025-12-07T01:35:15.435108Z
imap_idex_l0_raw_20251218_v003/40,502824102,2025-12-07T17:21:42.855675Z
imap_idex_l0_raw_20251218_v003/41,502824120,2025-12-07T17:22:00.875425Z
imap_idex_l0_raw_20251218_v003/42,502825517,2025-12-07T17:45:17.240664Z
imap_idex_l0_raw_20251218_v003/43,502827784,2025-12-07T18:23:04.615335Z
imap_idex_l0_raw_20251218_v003/44,502829375,2025-12-07T18:49:35.113725Z
imap_idex_l0_raw_20251218_v003/45,502829694,2025-12-07T18:54:54.581490Z
imap_idex_l0_raw_20251218_v003/46,502829778,2025-12-07T18:56:18.474837Z
imap_idex_l0_raw_20251218_v003/47,502830395,2025-12-07T19:06:35.191207Z
imap_idex_l0_raw_20251218_v003/48,502833514,2025-12-07T19:58:34.530048Z
imap_idex_l0_raw_20251218_v003/49,502834185,2025-12-07T20:09:45.798645Z
imap_idex_l0_raw_20251218_v003/5,502770928,2025-12-07T02:35:28.375017Z
imap_idex_l0_raw_20251218_v003/50,502835493,2025-12-07T20:31:33.125823Z
imap_idex_l0_raw_20251218_v003/51,502835566,2025-12-07T20:32:46.484380Z
imap_idex_l0_raw_20251218_v003/52,502835719,2025-12-07T20:35:19.791009Z
imap_idex_l0_raw_20251218_v003/53,502837209,2025-12-07T21:00:09.216135Z
imap_idex_l0_raw_20251218_v003/54,502838022,2025-12-07T21:13:42.287288Z
imap_idex_l0_raw_20251218_v003/55,502841406,2025-12-07T22:10:06.846659Z
imap_idex_l0_raw_20251218_v003/56,502841948,2025-12-07T22:19:08.640026Z
imap_idex_l0_raw_20251218_v003/57,502842614,2025-12-07T22:30:14.691335Z
imap_idex_l0_raw_20251218_v003/58,502843450,2025-12-07T22:44:10.757091Z
imap_idex_l0_raw_20251218_v003/59,502845237,2025-12-07T23:13:57.213639Z
imap_idex_l0_raw_20251218_v003/6,502772277,2025-12-07T02:57:57.164747Z
imap_idex_l0_raw_20251218_v003/60,502848437,2025-12-08T00:07:17.112855Z
imap_idex_l0_raw_20251218_v003/61,502849262,2025-12-08T00:21:02.311133Z
imap_idex_l0_raw_20251218_v003/62,502850592,2025-12-08T00:43:12.863719Z
imap_idex_l0_raw_20251218_v003/63,502851226,2025-12-08T00:53:46.138488Z
imap_idex_l0_raw_20251218_v003/64,502852417,2025-12-08T01:13:37.294436Z
imap_idex_l0_raw_20251218_v003/65,502854840,2025-12-08T01:54:00.291396Z
imap_idex_l0_raw_20251218_v003/66,502855162,2025-12-08T01:59:22.418344Z
imap_idex_l0_raw_20251218_v003/67,502855343,2025-12-08T02:02:23.587336Z
imap_idex_l0_raw_20251218_v003/68,502857912,2025-12-08T02:45:12.651912Z
imap_idex_l0_raw_20251218_v003/69,502858248,2025-12-08T02:50:48.933523Z
imap_idex_l0_raw_20251218_v003/7,502773632,2025-12-07T03:20:32.959274Z
imap_idex_l0_raw_20251218_v003/70,502863445,2025-12-08T04:17:25.195545Z
imap_idex_l0_raw_20251218_v003/71,502863773,2025-12-08T04:22:53.610118Z
imap_idex_l0_raw_20251218_v003/72,502863785,2025-12-08T04:23:05.282731Z
imap_idex_l0_raw_20251218_v003/73,502865495,2025-12-08T04:51:35.723978Z
imap_idex_l0_raw_20251218_v003/74,502865621,2025-12-08T04:53:41.331410Z
imap_idex_l0_raw_20251218_v003/75,502866305,2025-12-08T05:05:05.348442Z
imap_idex_l0_raw_20251218_v003/76,502866424,2025-12-08T05:07:04.986726Z
imap_idex_l0_raw_20251218_v003/77,502868980,2025-12-08T05:49:40.953203Z
imap_idex_l0_raw_20251218_v003/78,502872611,2025-12-08T06:50:11.305081Z
imap_idex_l0_raw_20251218_v003/79,502872734,2025-12-08T06:52:14.311865Z
imap_idex_l0_raw_20251218_v003/8,502774051,2025-12-07T03:27:31.287266Z
imap_idex_l0_raw_20251218_v003/80,502875377,2025-12-08T07:36:17.880461Z
imap_idex_l0_raw_20251218_v003/81,502879648,2025-12-08T08:47:28.100265Z
imap_idex_l0_raw_20251218_v003/82,502885570,2025-12-08T10:26:10.881078Z
imap_idex_l0_raw_20251218_v003/83,502886345,2025-12-08T10:39:05.445472Z
imap_idex_l0_raw_20251218_v003/84,502887018,2025-12-08T10:50:18.993102Z
imap_idex_l0_raw_20251218_v003/85,502892495,2025-12-08T12:21:35.917461Z
imap_idex_l0_raw_20251218_v003/86,502893099,2025-12-08T12:31:39.787562Z
imap_idex_l0_raw_20251218_v003/87,502895002,2025-12-08T13:03:22.884450Z
imap_idex_l0_raw_20251218_v003/88,502897208,2025-12-08T13:40:08.715746Z
imap_idex_l0_raw_20251218_v003/89,502897943,2025-12-08T13:52:23.360647Z
imap_idex_l0_raw_20251218_v003/9,502779365,2025-12-07T04:56:05.143658Z
imap_idex_l0_raw_20251218_v003/90,502898455,2025-12-08T14:00:55.769453Z
imap_idex_l0_raw_20251218_v003/91,502901672,2025-12-08T14:54:32.389049Z
imap_idex_l0_raw_20251218_v003/92,502901922,2025-12-08T14:58:42.334605Z
imap_idex_l0_raw_20251218_v003/93,502904594,2025-12-08T15:43:14.436130Z
imap_idex_l0_raw_20251218_v003/94,502905411,2025-12-08T15:56:51.506362Z
imap_idex_l0_raw_20251218_v003/95,502908889,2025-12-08T16:54:49.663808Z
imap_idex_l0_raw_20251218_v003/96,502910148,2025-12-08T17:15:48.427738Z
imap_idex_l0_raw_20251218_v003/97,502911155,2025-12-08T17:32:35.921692Z
imap_idex_l0_raw_20251218_v003/98,502912425,2025-12-08T17:53:45.114116Z
imap_idex_l0_raw_20251218_v003/99,502918909,2025-12-08T19:41:49.713434Z
imap_idex_l0_raw_20251225_v001/1,504316921,2025-12-25T00:02:01.777144Z
imap_idex_l0_raw_20251225_v001/10,504317009,2025-12-25T00:03:29.476797Z
imap_idex_l0_raw_20251225_v001/100,504168447,2025-12-23T06:47:27.437554Z
imap_idex_l0_raw_20251225_v001/101,504170831,2025-12-23T07:27:11.959718Z
imap_idex_l0_raw_20251225_v001/102,504180541,2025-12-23T10:09:01.819184Z
imap_idex_l0_raw_20251225_v001/103,504180983,2025-12-23T10:16:23.377921Z
imap_idex_l0_raw_20251225_v001/104,504190156,2025-12-23T12:49:16.457858Z
imap_idex_l0_raw_20251225_v001/105,504190408,2025-12-23T12:53:28.792903Z
imap_idex_l0_raw_20251225_v001/106,504190727,2025-12-23T12:58:47.492677Z
imap_idex_l0_raw_20251225_v001/107,504197338,2025-12-23T14:48:58.372676Z
imap_idex_l0_raw_20251225_v001/108,504209353,2025-12-23T18:09:13.540895Z
imap_idex_l0_raw_20251225_v001/109,504210425,2025-12-23T18:27:05.382823Z
imap_idex_l0_raw_20251225_v001/11,503631886,2025-12-17T01:44:46.977789Z
imap_idex_l0_raw_20251225_v001/110,504211391,2025-12-23T18:43:11.907825Z
imap_idex_l0_raw_20251225_v001/111,504214956,2025-12-23T19:42:36.811843Z
imap_idex_l0_raw_20251225_v001/112,504219220,2025-12-23T20:53:40.872405Z
imap_idex_l0_raw_20251225_v001/113,504220632,2025-12-23T21:17:12.189268Z
imap_idex_l0_raw_20251225_v001/114,504223975,2025-12-23T22:12:55.471895Z
imap_idex_l0_raw_20251225_v001/115,504224659,2025-12-23T22:24:19.329945Z
imap_idex_l0_raw_20251225_v001/116,504232460,2025-12-24T00:34:20.583166Z
imap_idex_l0_raw_20251225_v001/117,504234296,2025-12-24T01:04:56.780878Z
imap_idex_l0_raw_20251225_v001/118,504238640,2025-12-24T02:17:20.224601Z
imap_idex_l0_raw_20251225_v001/119,504241831,2025-12-24T03:10:31.815943Z
imap_idex_l0_raw_20251225_v001/12,503632699,2025-12-17T01:58:19.728291Z
imap_idex_l0_raw_20251225_v001/120,504242276,2025-12-24T03:17:56.767055Z
imap_idex_l0_raw_20251225_v001/121,504242343,2025-12-24T03:19:03.116605Z
imap_idex_l0_raw_20251225_v001/122,504246387,2025-12-24T04:26:27.679287Z
imap_idex_l0_raw_20251225_v001/123,504251674,2025-12-24T05:54:34.126636Z
imap_idex_l0_raw_20251225_v001/124,504252257,2025-12-24T06:04:17.231046Z
imap_idex_l0_raw_20251225_v001/125,504255240,2025-12-24T06:54:00.644782Z
imap_idex_l0_raw_20251225_v001/126,504261929,2025-12-24T08:45:29.626738Z
imap_idex_l0_raw_20251225_v001/127,504263712,2025-12-24T09:15:12.163273Z
imap_idex_l0_raw_20251225_v001/128,504266826,2025-12-24T10:07:06.849554Z
imap_idex_l0_raw_20251225_v001/129,504280117,2025-12-24T13:48:37.773615Z
imap_idex_l0_raw_20251225_v001/13,503633427,2025-12-17T02:10:27.440579Z
imap_idex_l0_raw_20251225_v001/130,504287761,2025-12-24T15:56:01.782975Z
imap_idex_l0_raw_20251225_v001/131,504293597,2025-12-24T17:33:17.770637Z
imap_idex_l0_raw_20251225_v001/132,504297996,2025-12-24T18:46:36.126230Z
imap_idex_l0_raw_20251225_v001/133,504301657,2025-12-24T19:47:37.266629Z
imap_idex_l0_raw_20251225_v001/134,504302225,2025-12-24T19:57:05.947201Z
imap_idex_l0_raw_20251225_v001/135,504311004,2025-12-24T22:23:24.936436Z
imap_idex_l0_raw_20251225_v001/14,503633820,2025-12-17T02:17:00.590140Z
imap_idex_l0_raw_20251225_v001/15,503650740,2025-12-17T06:59:00.753784Z
imap_idex_l0_raw_20251225_v001/16,503651183,2025-12-17T07:06:23.597562Z
imap_idex_l0_raw_20251225_v001/17,503656051,2025-12-17T08:27:31.593426Z
imap_idex_l0_raw_20251225_v001/18,503660047,2025-12-17T09:34:07.356449Z
imap_idex_l0_raw_20251225_v001/19,503678682,2025-12-17T14:44:42.260724Z
imap_idex_l0_raw_20251225_v001/2,504316927,2025-12-25T00:02:07.978166Z
imap_idex_l0_raw_20251225_v001/20,503691915,2025-12-17T18:25:15.566088Z
imap_idex_l0_raw_20251225_v001/21,503694055,2025-12-17T19:00:55.482174Z
imap_idex_l0_raw_20251225_v001/22,503698792,2025-12-17T20:19:52.312497Z
imap_idex_l0_raw_20251225_v001/23,503712402,2025-12-18T00:06:42.689173Z
imap_idex_l0_raw_20251225_v001/24,503723742,2025-12-18T03:15:42.467919Z
imap_idex_l0_raw_20251225_v001/25,503729715,2025-12-18T04:55:15.786338Z
imap_idex_l0_raw_20251225_v001/26,503732278,2025-12-18T05:37:58.431693Z
imap_idex_l0_raw_20251225_v001/27,503736438,2025-12-18T06:47:18.320670Z
imap_idex_l0_raw_20251225_v001/28,503737143,2025-12-18T06:59:03.885165Z
imap_idex_l0_raw_20251225_v001/29,503744328,2025-12-18T08:58:48.224034Z
imap_idex_l0_raw_20251225_v001/3,504316935,2025-12-25T00:02:15.575446Z
imap_idex_l0_raw_20251225_v001/30,503744351,2025-12-18T08:59:11.834041Z
imap_idex_l0_raw_20251225_v001/31,503749917,2025-12-18T10:31:57.500387Z
imap_idex_l0_raw_20251225_v001/32,503755429,2025-12-18T12:03:49.675979Z
imap_idex_l0_raw_20251225_v001/33,503799426,2025-12-19T00:17:06.694376Z
imap_idex_l0_raw_20251225_v001/34,503802437,2025-12-19T01:07:17.151707Z
imap_idex_l0_raw_20251225_v001/35,503817846,2025-12-19T05:24:06.316398Z
imap_idex_l0_raw_20251225_v001/36,503821144,2025-12-19T06:19:04.548938Z
imap_idex_l0_raw_20251225_v001/37,503824996,2025-12-19T07:23:16.479109Z
imap_idex_l0_raw_20251225_v001/38,503828439,2025-12-19T08:20:39.326363Z
imap_idex_l0_raw_20251225_v001/39,503833610,2025-12-19T09:46:50.713602Z
imap_idex_l0_raw_20251225_v001/4,504316943,2025-12-25T00:02:23.781771Z
imap_idex_l0_raw_20251225_v001/40,503835672,2025-12-19T10:21:12.459379Z
imap_idex_l0_raw_20251225_v001/41,503837735,2025-12-19T10:55:35.669245Z
imap_idex_l0_raw_20251225_v001/42,503857409,2025-12-19T16:23:29.320002Z
imap_idex_l0_raw_20251225_v001/43,503878089,2025-12-19T22:08:09.145334Z
imap_idex_l0_raw_20251225_v001/44,503896577,2025-12-20T03:16:17.520814Z
imap_idex_l0_raw_20251225_v001/45,503897864,2025-12-20T03:37:44.161293Z
imap_idex_l0_raw_20251225_v001/46,503903852,2025-12-20T05:17:32.764853Z
imap_idex_l0_raw_20251225_v001/47,503905606,2025-12-20T05:46:46.926743Z
imap_idex_l0_raw_20251225_v001/48,503905641,2025-12-20T05:47:21.306372Z
imap_idex_l0_raw_20251225_v001/49,503907646,2025-12-20T06:20:46.877928Z
imap_idex_l0_raw_20251225_v001/5,504316951,2025-12-25T00:02:31.616102Z
imap_idex_l0_raw_20251225_v001/50,503908705,2025-12-20T06:38:25.741825Z
imap_idex_l0_raw_20251225_v001/51,503916308,2025-12-20T08:45:08.885045Z
imap_idex_l0_raw_20251225_v001/52,503923009,2025-12-20T10:36:49.382690Z
imap_idex_l0_raw_20251225_v001/53,503924018,2025-12-20T10:53:38.526246Z
imap_idex_l0_raw_20251225_v001/54,503924145,2025-12-20T10:55:45.130752Z
imap_idex_l0_raw_20251225_v001/55,503927316,2025-12-20T11:48:36.825965Z
imap_idex_l0_raw_20251225_v001/56,503951808,2025-12-20T18:36:48.281319Z
imap_idex_l0_raw_20251225_v001/57,503957184,2025-12-20T20:06:24.354373Z
imap_idex_l0_raw_20251225_v001/58,503963199,2025-12-20T21:46:39.190667Z
imap_idex_l0_raw_20251225_v001/59,503966947,2025-12-20T22:49:07.618686Z
imap_idex_l0_raw_20251225_v001/6,504316959,2025-12-25T00:02:39.113250Z
imap_idex_l0_raw_20251225_v001/60,503967590,2025-12-20T22:59:50.819445Z
imap_idex_l0_raw_20251225_v001/61,503978393,2025-12-21T01:59:53.321902Z
imap_idex_l0_raw_20251225_v001/62,503990245,2025-12-21T05:17:25.684625Z
imap_idex_l0_raw_20251225_v001/63,503992391,2025-12-21T05:53:11.569304Z
imap_idex_l0_raw_20251225_v001/64,503998955,2025-12-21T07:42:35.380185Z
imap_idex_l0_raw_20251225_v001/65,504003243,2025-12-21T08:54:03.308584Z
imap_idex_l0_raw_20251225_v001/66,504012000,2025-12-21T11:20:00.693590Z
imap_idex_l0_raw_20251225_v001/67,504012671,2025-12-21T11:31:11.191461Z
imap_idex_l0_raw_20251225_v001/68,504013134,2025-12-21T11:38:54.927921Z
imap_idex_l0_raw_20251225_v001/69,504016547,2025-12-21T12:35:47.393605Z
imap_idex_l0_raw_20251225_v001/7,504316973,2025-12-25T00:02:53.128297Z
imap_idex_l0_raw_20251225_v001/70,504024620,2025-12-21T14:50:20.511727Z
imap_idex_l0_raw_20251225_v001/71,504028071,2025-12-21T15:47:51.973258Z
imap_idex_l0_raw_20251225_v001/72,504031819,2025-12-21T16:50:19.968416Z
imap_idex_l0_raw_20251225_v001/73,504035627,2025-12-21T17:53:47.277789Z
imap_idex_l0_raw_20251225_v001/74,504038508,2025-12-21T18:41:48.587287Z
imap_idex_l0_raw_20251225_v001/75,504049444,2025-12-21T21:44:04.360664Z
imap_idex_l0_raw_20251225_v001/76,504051750,2025-12-21T22:22:30.170129Z
imap_idex_l0_raw_20251225_v001/77,504053163,2025-12-21T22:46:03.186036Z
imap_idex_l0_raw_20251225_v001/78,504055041,2025-12-21T23:17:21.879480Z
imap_idex_l0_raw_20251225_v001/79,504056913,2025-12-21T23:48:33.977406Z
imap_idex_l0_raw_20251225_v001/8,504316985,2025-12-25T00:03:05.131346Z
imap_idex_l0_raw_20251225_v001/80,504058968,2025-12-22T00:22:48.425595Z
imap_idex_l0_raw_20251225_v001/81,504061323,2025-12-22T01:02:03.260443Z
imap_idex_l0_raw_20251225_v001/82,504062898,2025-12-22T01:28:18.279170Z
imap_idex_l0_raw_20251225_v001/83,504065139,2025-12-22T02:05:39.899469Z
imap_idex_l0_raw_20251225_v001/84,504073914,2025-12-22T04:31:54.900735Z
imap_idex_l0_raw_20251225_v001/85,504075595,2025-12-22T04:59:55.215596Z
imap_idex_l0_raw_20251225_v001/86,504078024,2025-12-22T05:40:24.717271Z
imap_idex_l0_raw_20251225_v001/87,504085548,2025-12-22T07:45:48.505181Z
imap_idex_l0_raw_20251225_v001/88,504092406,2025-12-22T09:40:06.234189Z
imap_idex_l0_raw_20251225_v001/89,504096597,2025-12-22T10:49:57.144493Z
imap_idex_l0_raw_20251225_v001/9,504316997,2025-12-25T00:03:17.720521Z
imap_idex_l0_raw_20251225_v001/90,504101532,2025-12-22T12:12:12.381184Z
imap_idex_l0_raw_20251225_v001/91,504110805,2025-12-22T14:46:45.289836Z
imap_idex_l0_raw_20251225_v001/92,504119863,2025-12-22T17:17:43.528779Z
