eventnum,SCI0Time32
imap_idex_l0_raw_20251218_v003.h5/8,502774051
imap_idex_l0_raw_20251218_v003.h5/80,502875377
imap_idex_l0_raw_20251218_v003.h5/81,502879648
imap_idex_l0_raw_20251218_v003.h5/82,502885570
imap_idex_l0_raw_20251218_v003.h5/83,502886345
imap_idex_l0_raw_20251218_v003.h5/84,502887018
imap_idex_l0_raw_20251218_v003.h5/85,502892495
imap_idex_l0_raw_20251218_v003.h5/86,502893099
imap_idex_l0_raw_20251218_v003.h5/87,502895002
imap_idex_l0_raw_20251218_v003.h5/88,502897208
imap_idex_l0_raw_20251218_v003.h5/89,502897943
imap_idex_l0_raw_20251218_v003.h5/9,502779365
imap_idex_l0_raw_20251218_v003.h5/90,502898455
imap_idex_l0_raw_20251218_v003.h5/91,502901672
imap_idex_l0_raw_20251218_v003.h5/92,502901922
imap_idex_l0_raw_20251218_v003.h5/93,502904594
imap_idex_l0_raw_20251218_v003.h5/94,502905411
imap_idex_l0_raw_20251218_v003.h5/95,502908889
imap_idex_l0_raw_20251218_v003.h5/96,502910148
imap_idex_l0_raw_20251218_v003.h5/97,502911155
imap_idex_l0_raw_20251218_v003.h5/98,502912425
imap_idex_l0_raw_20251218_v003.h5/99,502918909
imap_idex_l0_raw_20251225_v001.h5/1,504316921
imap_idex_l0_raw_20251225_v001.h5/10,504317009
imap_idex_l0_raw_20251225_v001.h5/100,504168447
imap_idex_l0_raw_20251225_v001.h5/101,504170831
imap_idex_l0_raw_20251225_v001.h5/102,504180541
imap_idex_l0_raw_20251225_v001.h5/103,504180983
imap_idex_l0_raw_20251225_v001.h5/104,504190156
imap_idex_l0_raw_20251225_v001.h5/105,504190408
imap_idex_l0_raw_20251225_v001.h5/106,504190727
imap_idex_l0_raw_20251225_v001.h5/107,504197338
imap_idex_l0_raw_20251225_v001.h5/108,504209353
imap_idex_l0_raw_20251225_v001.h5/109,504210425
imap_idex_l0_raw_20251225_v001.h5/11,503631886
imap_idex_l0_raw_20251225_v001.h5/110,504211391
imap_idex_l0_raw_20251225_v001.h5/111,504214956
imap_idex_l0_raw_20251225_v001.h5/112,504219220
imap_idex_l0_raw_20251225_v001.h5/113,504220632
imap_idex_l0_raw_20251225_v001.h5/114,504223975
imap_idex_l0_raw_20251225_v001.h5/115,504224659
imap_idex_l0_raw_20251225_v001.h5/116,504232460
imap_idex_l0_raw_20251225_v001.h5/117,504234296
imap_idex_l0_raw_20251225_v001.h5/118,504238640
imap_idex_l0_raw_20251225_v001.h5/119,504241831
imap_idex_l0_raw_20251225_v001.h5/12,503632699
imap_idex_l0_raw_20251225_v001.h5/120,504242276
imap_idex_l0_raw_20251225_v001.h5/121,504242343
imap_idex_l0_raw_20251225_v001.h5/122,504246387
imap_idex_l0_raw_20251225_v001.h5/123,504251674
imap_idex_l0_raw_20251225_v001.h5/124,504252257
imap_idex_l0_raw_20251225_v001.h5/125,504255240
imap_idex_l0_raw_20251225_v001.h5/126,504261929
imap_idex_l0_raw_20251225_v001.h5/127,504263712
imap_idex_l0_raw_20251225_v001.h5/128,504266826
imap_idex_l0_raw_20251225_v001.h5/129,504280117
imap_idex_l0_raw_20251225_v001.h5/13,503633427
imap_idex_l0_raw_20251225_v001.h5/130,504287761
imap_idex_l0_raw_20251225_v001.h5/131,504293597
imap_idex_l0_raw_20251225_v001.h5/132,504297996
imap_idex_l0_raw_20251225_v001.h5/133,504301657
imap_idex_l0_raw_20251225_v001.h5/134,504302225
imap_idex_l0_raw_20251225_v001.h5/135,504311004
imap_idex_l0_raw_20251225_v001.h5/14,503633820
imap_idex_l0_raw_20251225_v001.h5/15,503650740
imap_idex_l0_raw_20251225_v001.h5/16,503651183
imap_idex_l0_raw_20251225_v001.h5/17,503656051
imap_idex_l0_raw_20251225_v001.h5/18,503660047
imap_idex_l0_raw_20251225_v001.h5/19,503678682
imap_idex_l0_raw_20251225_v001.h5/2,504316927
imap_idex_l0_raw_20251225_v001.h5/20,503691915
imap_idex_l0_raw_20251225_v001.h5/21,503694055
imap_idex_l0_raw_20251225_v001.h5/22,503698792
imap_idex_l0_raw_20251225_v001.h5/23,503712402
imap_idex_l0_raw_20251225_v001.h5/24,503723742
imap_idex_l0_raw_20251225_v001.h5/25,503729715
imap_idex_l0_raw_20251225_v001.h5/26,503732278
imap_idex_l0_raw_20251225_v001.h5/27,503736438
imap_idex_l0_raw_20251225_v001.h5/28,503737143
imap_idex_l0_raw_20251225_v001.h5/29,503744328
imap_idex_l0_raw_20251225_v001.h5/3,504316935
imap_idex_l0_raw_20251225_v001.h5/30,503744351
imap_idex_l0_raw_20251225_v001.h5/31,503749917
imap_idex_l0_raw_20251225_v001.h5/32,503755429
imap_idex_l0_raw_20251225_v001.h5/33,503799426
imap_idex_l0_raw_20251225_v001.h5/34,503802437
imap_idex_l0_raw_20251225_v001.h5/35,503817846
imap_idex_l0_raw_20251225_v001.h5/36,503821144
imap_idex_l0_raw_20251225_v001.h5/37,503824996
imap_idex_l0_raw_20251225_v001.h5/38,503828439
imap_idex_l0_raw_20251225_v001.h5/39,503833610
imap_idex_l0_raw_20251225_v001.h5/4,504316943
imap_idex_l0_raw_20251225_v001.h5/40,503835672
imap_idex_l0_raw_20251225_v001.h5/41,503837735
imap_idex_l0_raw_20251225_v001.h5/42,503857409
imap_idex_l0_raw_20251225_v001.h5/43,503878089
imap_idex_l0_raw_20251225_v001.h5/44,503896577
imap_idex_l0_raw_20251225_v001.h5/45,503897864
imap_idex_l0_raw_20251225_v001.h5/46,503903852
imap_idex_l0_raw_20251225_v001.h5/47,503905606
imap_idex_l0_raw_20251225_v001.h5/48,503905641
imap_idex_l0_raw_20251225_v001.h5/49,503907646
imap_idex_l0_raw_20251225_v001.h5/5,504316951
imap_idex_l0_raw_20251225_v001.h5/50,503908705
imap_idex_l0_raw_20251225_v001.h5/51,503916308
imap_idex_l0_raw_20251225_v001.h5/52,503923009
imap_idex_l0_raw_20251225_v001.h5/53,503924018
imap_idex_l0_raw_20251225_v001.h5/54,503924145
imap_idex_l0_raw_20251225_v001.h5/55,503927316
imap_idex_l0_raw_20251225_v001.h5/56,503951808
imap_idex_l0_raw_20251225_v001.h5/57,503957184
imap_idex_l0_raw_20251225_v001.h5/58,503963199
imap_idex_l0_raw_20251225_v001.h5/59,503966947
imap_idex_l0_raw_20251225_v001.h5/6,504316959
imap_idex_l0_raw_20251225_v001.h5/60,503967590
imap_idex_l0_raw_20251225_v001.h5/61,503978393
imap_idex_l0_raw_20251225_v001.h5/62,503990245
imap_idex_l0_raw_20251225_v001.h5/63,503992391
imap_idex_l0_raw_20251225_v001.h5/64,503998955
imap_idex_l0_raw_20251225_v001.h5/65,504003243
imap_idex_l0_raw_20251225_v001.h5/66,504012000
imap_idex_l0_raw_20251225_v001.h5/67,504012671
imap_idex_l0_raw_20251225_v001.h5/68,504013134
imap_idex_l0_raw_20251225_v001.h5/69,504016547
imap_idex_l0_raw_20251225_v001.h5/7,504316973
imap_idex_l0_raw_20251225_v001.h5/70,504024620
imap_idex_l0_raw_20251225_v001.h5/71,504028071
imap_idex_l0_raw_20251225_v001.h5/72,504031819
imap_idex_l0_raw_20251225_v001.h5/73,504035627
imap_idex_l0_raw_20251225_v001.h5/74,504038508
imap_idex_l0_raw_20251225_v001.h5/75,504049444
imap_idex_l0_raw_20251225_v001.h5/76,504051750
imap_idex_l0_raw_20251225_v001.h5/77,504053163
imap_idex_l0_raw_20251225_v001.h5/78,504055041
imap_idex_l0_raw_20251225_v001.h5/79,504056913
imap_idex_l0_raw_20251225_v001.h5/8,504316985
imap_idex_l0_raw_20251225_v001.h5/80,504058968
imap_idex_l0_raw_20251225_v001.h5/81,504061323
imap_idex_l0_raw_20251225_v001.h5/82,504062898
imap_idex_l0_raw_20251225_v001.h5/83,504065139
imap_idex_l0_raw_20251225_v001.h5/84,504073914
imap_idex_l0_raw_20251225_v001.h5/85,504075595
imap_idex_l0_raw_20251225_v001.h5/86,504078024
imap_idex_l0_raw_20251225_v001.h5/87,504085548
imap_idex_l0_raw_20251225_v001.h5/88,504092406
imap_idex_l0_raw_20251225_v001.h5/89,504096597
imap_idex_l0_raw_20251225_v001.h5/9,504316997
imap_idex_l0_raw_20251225_v001.h5/90,504101532
imap_idex_l0_raw_20251225_v001.h5/91,504110805
imap_idex_l0_raw_20251225_v001.h5/92,504119863
imap_idex_l0_raw_20251225_v001.h5/93,504120063
imap_idex_l0_raw_20251225_v001.h5/94,504122715
imap_idex_l0_raw_20251225_v001.h5/95,504123036
imap_idex_l0_raw_20251225_v001.h5/96,504123108
imap_idex_l0_raw_20251225_v001.h5/97,504135144
imap_idex_l0_raw_20251225_v001.h5/98,504140865
imap_idex_l0_raw_20251225_v001.h5/99,504165643
imap_idex_l0_raw_20260102_v001.h5/1,505008121
imap_idex_l0_raw_20260102_v001.h5/10,505008209
imap_idex_l0_raw_20260102_v001.h5/100,504886292
imap_idex_l0_raw_20260102_v001.h5/101,504887791
imap_idex_l0_raw_20260102_v001.h5/102,504889690
imap_idex_l0_raw_20260102_v001.h5/103,504894332
imap_idex_l0_raw_20260102_v001.h5/104,504897825
imap_idex_l0_raw_20260102_v001.h5/105,504907120
imap_idex_l0_raw_20260102_v001.h5/106,504910067
imap_idex_l0_raw_20260102_v001.h5/107,504924242
imap_idex_l0_raw_20260102_v001.h5/108,504927277
imap_idex_l0_raw_20260102_v001.h5/109,504936849
imap_idex_l0_raw_20260102_v001.h5/11,504327242
imap_idex_l0_raw_20260102_v001.h5/110,504942092
imap_idex_l0_raw_20260102_v001.h5/111,504964072
imap_idex_l0_raw_20260102_v001.h5/112,504990955
imap_idex_l0_raw_20260102_v001.h5/12,504329950
imap_idex_l0_raw_20260102_v001.h5/13,504331899
imap_idex_l0_raw_20260102_v001.h5/14,504332671
imap_idex_l0_raw_20260102_v001.h5/15,504332756
imap_idex_l0_raw_20260102_v001.h5/16,504333296
imap_idex_l0_raw_20260102_v001.h5/17,504333507
imap_idex_l0_raw_20260102_v001.h5/18,504334237
imap_idex_l0_raw_20260102_v001.h5/19,504348418
imap_idex_l0_raw_20260102_v001.h5/2,505008127
imap_idex_l0_raw_20260102_v001.h5/20,504354520
imap_idex_l0_raw_20260102_v001.h5/21,504357035
imap_idex_l0_raw_20260102_v001.h5/22,504367516
imap_idex_l0_raw_20260102_v001.h5/23,504370094
imap_idex_l0_raw_20260102_v001.h5/24,504372270
imap_idex_l0_raw_20260102_v001.h5/25,504391437
imap_idex_l0_raw_20260102_v001.h5/26,504398798
imap_idex_l0_raw_20260102_v001.h5/27,504405870
imap_idex_l0_raw_20260102_v001.h5/28,504407760
imap_idex_l0_raw_20260102_v001.h5/29,504413126
imap_idex_l0_raw_20260102_v001.h5/3,505008135
imap_idex_l0_raw_20260102_v001.h5/30,504421882
imap_idex_l0_raw_20260102_v001.h5/31,504432219
imap_idex_l0_raw_20260102_v001.h5/32,504439313
imap_idex_l0_raw_20260102_v001.h5/33,504441200
imap_idex_l0_raw_20260102_v001.h5/34,504441804
imap_idex_l0_raw_20260102_v001.h5/35,504443940
imap_idex_l0_raw_20260102_v001.h5/36,504445878
imap_idex_l0_raw_20260102_v001.h5/37,504452886
imap_idex_l0_raw_20260102_v001.h5/38,504454217
imap_idex_l0_raw_20260102_v001.h5/39,504456761
imap_idex_l0_raw_20260102_v001.h5/4,505008143
imap_idex_l0_raw_20260102_v001.h5/40,504467778
imap_idex_l0_raw_20260102_v001.h5/41,504475481
imap_idex_l0_raw_20260102_v001.h5/42,504477133
imap_idex_l0_raw_20260102_v001.h5/43,504485529
imap_idex_l0_raw_20260102_v001.h5/44,504492664
imap_idex_l0_raw_20260102_v001.h5/45,504493512
imap_idex_l0_raw_20260102_v001.h5/46,504502127
imap_idex_l0_raw_20260102_v001.h5/47,504520420
imap_idex_l0_raw_20260102_v001.h5/48,504522689
imap_idex_l0_raw_20260102_v001.h5/49,504555412
imap_idex_l0_raw_20260102_v001.h5/5,505008151
imap_idex_l0_raw_20260102_v001.h5/50,504557103
imap_idex_l0_raw_20260102_v001.h5/51,504560010
imap_idex_l0_raw_20260102_v001.h5/52,504569532
imap_idex_l0_raw_20260102_v001.h5/53,504588928
imap_idex_l0_raw_20260102_v001.h5/54,504600944
imap_idex_l0_raw_20260102_v001.h5/55,504601720
imap_idex_l0_raw_20260102_v001.h5/56,504613771
imap_idex_l0_raw_20260102_v001.h5/57,504615262
imap_idex_l0_raw_20260102_v001.h5/58,504616841
imap_idex_l0_raw_20260102_v001.h5/59,504619830
imap_idex_l0_raw_20260102_v001.h5/6,505008159
imap_idex_l0_raw_20260102_v001.h5/60,504621570
imap_idex_l0_raw_20260102_v001.h5/61,504632568
imap_idex_l0_raw_20260102_v001.h5/62,504644311
imap_idex_l0_raw_20260102_v001.h5/63,504645092
imap_idex_l0_raw_20260102_v001.h5/64,504651645
imap_idex_l0_raw_20260102_v001.h5/65,504659847
imap_idex_l0_raw_20260102_v001.h5/66,504669298
imap_idex_l0_raw_20260102_v001.h5/67,504682601
imap_idex_l0_raw_20260102_v001.h5/68,504683447
imap_idex_l0_raw_20260102_v001.h5/69,504685930
imap_idex_l0_raw_20260102_v001.h5/7,505008173
imap_idex_l0_raw_20260102_v001.h5/70,504697176
imap_idex_l0_raw_20260102_v001.h5/71,504716284
imap_idex_l0_raw_20260102_v001.h5/72,504722946
imap_idex_l0_raw_20260102_v001.h5/73,504723413
imap_idex_l0_raw_20260102_v001.h5/74,504729165
imap_idex_l0_raw_20260102_v001.h5/75,504734082
imap_idex_l0_raw_20260102_v001.h5/76,504734225
imap_idex_l0_raw_20260102_v001.h5/77,504735035
imap_idex_l0_raw_20260102_v001.h5/78,504735047
imap_idex_l0_raw_20260102_v001.h5/79,504735716
imap_idex_l0_raw_20260102_v001.h5/8,505008185
imap_idex_l0_raw_20260102_v001.h5/80,504739964
imap_idex_l0_raw_20260102_v001.h5/81,504742010
imap_idex_l0_raw_20260102_v001.h5/82,504745817
imap_idex_l0_raw_20260102_v001.h5/83,504753516
imap_idex_l0_raw_20260102_v001.h5/84,504757355
imap_idex_l0_raw_20260102_v001.h5/85,504764990
imap_idex_l0_raw_20260102_v001.h5/86,504771708
imap_idex_l0_raw_20260102_v001.h5/87,504774504
imap_idex_l0_raw_20260102_v001.h5/88,504779054
imap_idex_l0_raw_20260102_v001.h5/89,504783375
imap_idex_l0_raw_20260102_v001.h5/9,505008197
imap_idex_l0_raw_20260102_v001.h5/90,504798597
imap_idex_l0_raw_20260102_v001.h5/91,504800394
imap_idex_l0_raw_20260102_v001.h5/92,504816109
imap_idex_l0_raw_20260102_v001.h5/93,504831787
imap_idex_l0_raw_20260102_v001.h5/94,504833497
imap_idex_l0_raw_20260102_v001.h5/95,504845483
imap_idex_l0_raw_20260102_v001.h5/96,504863142
imap_idex_l0_raw_20260102_v001.h5/97,504868696
imap_idex_l0_raw_20260102_v001.h5/98,504868761
imap_idex_l0_raw_20260102_v001.h5/99,504884326
