Dust Event ID,UTC Timestamp,Local Timestamp,Integer Timestamp (ms),Velocity (m/s),Mass (kg),Charge (C),Radius (m) ,High Voltage (MV),Current Group ID,Current Experiment Name,Current Experiment Description,Estimate Quality,Dust Type
8356148,20230728000347.293000000,20230727180347.293000000,1690502627293,4.625760E+4,6.795926E-19,3.307500E-16,2.741500E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356149,20230728000350.898999999,20230727180350.898999999,1690502630899,1.777810E+4,4.571035E-18,3.286020E-16,5.174998E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356150,20230728000405.486999999,20230727180405.486999999,1690502645487,1.516890E+4,1.281000E-17,6.707880E-16,7.296059E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356151,20230728000405.660000000,20230727180405.660000000,1690502645660,1.940020E+4,4.353447E-18,3.728840E-16,5.091547E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356152,20230728000410.734000000,20230727180410.734000000,1690502650734,1.850390E+4,3.398443E-18,2.646620E-16,4.688119E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356153,20230728000413.276000000,20230727180413.276000000,1690502653276,1.506460E+4,5.659705E-18,2.921420E-16,5.556951E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356154,20230728000415.084999999,20230727180415.084999999,1690502655085,1.652490E+4,6.265142E-18,3.891290E-16,5.748426E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356155,20230728000420.901000000,20230727180420.901000000,1690502660901,2.332650E+4,4.407650E-18,5.458010E-16,5.112591E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356157,20230728000425.003000000,20230727180425.003000000,1690502665003,1.656720E+4,5.491143E-18,3.429960E-16,5.501227E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356158,20230728000428.356999999,20230727180428.356999999,1690502668357,1.939120E+4,3.443019E-18,2.944650E-16,4.708528E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356159,20230728000428.936999999,20230727180428.936999999,1690502668937,2.114380E+4,1.819260E-18,1.849890E-16,3.806597E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356161,20230728000431.722999999,20230727180431.722999999,1690502671723,1.981360E+4,3.702062E-18,3.307490E-16,4.823769E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356164,20230728000456.797999999,20230727180456.797999999,1690502696798,2.891500E+4,1.660361E-18,3.159200E-16,3.692378E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356166,20230728000502.868999999,20230727180502.868999999,1690502702869,1.572450E+4,1.258886E-17,7.083830E-16,7.253831E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356168,20230728000514.339000000,20230727180514.339000000,1690502714339,1.982500E+4,3.718858E-18,3.326320E-16,4.831054E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356169,20230728000516.064000000,20230727180516.064000000,1690502716064,1.859340E+4,4.305624E-18,3.387520E-16,5.072835E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356170,20230728000516.719999999,20230727180516.719999999,1690502716720,1.629740E+4,2.909945E-18,1.757950E-16,4.451779E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356171,20230728000522.135999999,20230727180522.135999999,1690502722136,1.513770E+4,1.035014E-17,5.394500E-16,6.795490E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356176,20230728000543.111999999,20230727180543.111999999,1690502743112,3.170250E+4,1.172015E-18,2.679200E-16,3.287631E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356177,20230728000553.364000000,20230727180553.364000000,1690502753364,1.915470E+4,3.086213E-18,2.574060E-16,4.539910E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356183,20230728000633.282000000,20230727180633.282000000,1690502793282,1.782230E+4,3.305055E-18,2.389100E-16,4.644777E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356184,20230728000633.523999999,20230727180633.523999999,1690502793524,2.403170E+4,2.634231E-18,3.462190E-16,4.306488E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356188,20230728000639.351999999,20230727180639.351999999,1690502799352,1.505020E+4,5.224513E-18,2.691630E-16,5.410706E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356189,20230728000643.520000000,20230727180643.520000000,1690502803520,2.162500E+4,3.297496E-18,3.507370E-16,4.641234E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356192,20230728000655.577000000,20230727180655.577000000,1690502815577,2.884100E+4,1.487862E-18,2.813360E-16,3.559805E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356193,20230728000657.128999999,20230727180657.128999999,1690502817129,2.471170E+4,4.696636E-18,6.519800E-16,5.221969E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356194,20230728000659.998000000,20230727180659.998000000,1690502819998,1.556440E+4,3.499887E-18,1.928430E-16,4.734310E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356196,20230728000729.265999999,20230727180729.265999999,1690502849266,1.498700E+4,6.983381E-18,3.569630E-16,5.960196E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356198,20230728000730.979000000,20230727180730.979000000,1690502850979,3.344220E+4,1.583899E-18,4.031300E-16,3.634805E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356199,20230728000731.393000000,20230727180731.393000000,1690502851393,2.311660E+4,4.159405E-18,5.058330E-16,5.014747E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356200,20230728000733.029000000,20230727180733.029000000,1690502853029,2.311930E+4,2.529918E-18,3.077400E-16,4.248877E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356201,20230728000737.209999999,20230727180737.209999999,1690502857210,2.240600E+4,2.958965E-18,3.378730E-16,4.476637E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356205,20230728000743.932999999,20230727180743.932999999,1690502863933,1.490710E+4,5.723862E-18,2.893080E-16,5.577870E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356206,20230728000744.425000000,20230727180744.425000000,1690502864425,1.550440E+4,1.969647E-17,1.076920E-15,8.421087E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356209,20230728000752.290999999,20230727180752.290999999,1690502872291,2.043480E+4,1.079464E-17,1.025260E-15,6.891410E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356213,20230728000804.830000000,20230727180804.830000000,1690502884830,2.230010E+4,2.788694E-18,3.156040E-16,4.389068E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356220,20230728000829.916999999,20230727180829.916999999,1690502909917,1.729770E+4,3.021691E-18,2.056420E-16,4.508050E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356224,20230728000838.033000000,20230727180838.033000000,1690502918033,1.579130E+4,5.547339E-18,3.148100E-16,5.519930E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356225,20230728000839.915999999,20230727180839.915999999,1690502919916,2.012660E+4,2.807375E-18,2.588030E-16,4.398846E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356226,20230728000847.785000000,20230727180847.785000000,1690502927785,1.565650E+4,3.673813E-18,2.048290E-16,4.811469E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356228,20230728000850.652000000,20230727180850.652000000,1690502930652,1.589790E+4,8.538483E-18,4.908460E-16,6.373318E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356229,20230728000852.870000000,20230727180852.870000000,1690502932870,2.266550E+4,3.812344E-18,4.454590E-16,4.871201E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356230,20230728000853.856000000,20230727180853.856000000,1690502933856,1.961350E+4,3.478423E-18,3.043530E-16,4.724611E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356231,20230728000858.689999999,20230727180858.689999999,1690502938690,1.658640E+4,3.325762E-18,2.081040E-16,4.654457E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356235,20230728000914.175999999,20230727180914.175999999,1690502954176,1.518790E+4,1.008752E-17,5.292550E-16,6.737521E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356238,20230728000929.419999999,20230727180929.419999999,1690502969420,1.854220E+4,3.726911E-18,2.914450E-16,4.834538E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356240,20230728000938.197000000,20230727180938.197000000,1690502978197,1.775210E+4,4.406554E-18,3.158520E-16,5.112167E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356241,20230728000946.393999999,20230727180946.393999999,1690502986394,1.549860E+4,3.017627E-18,1.649600E-16,4.506028E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356242,20230728000948.768999999,20230727180948.768999999,1690502988769,1.495370E+4,1.988006E-17,1.011680E-15,8.447170E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356244,20230728000956.720999999,20230727180956.720999999,1690502996721,1.768000E+4,4.879860E-18,3.469420E-16,5.289010E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356245,20230728000959.256999999,20230727180959.256999999,1690502999257,2.011380E+4,4.461591E-18,4.107770E-16,5.133362E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356246,20230728001005.080000000,20230727181005.080000000,1690503005080,1.731170E+4,2.720527E-18,1.854460E-16,4.353010E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356247,20230728001007.780000000,20230727181007.780000000,1690503007780,2.105120E+4,3.214993E-18,3.240550E-16,4.602198E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356248,20230728001009.501000000,20230727181009.501000000,1690503009501,1.785090E+4,1.080603E-17,7.827600E-16,6.893833E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356249,20230728001020.330000000,20230727181020.330000000,1690503020330,1.465420E+4,6.659085E-18,3.250730E-16,5.866470E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356250,20230728001020.410999999,20230727181020.410999999,1690503020411,1.570950E+4,5.379452E-18,3.017900E-16,5.463673E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356251,20230728001020.736000000,20230727181020.736000000,1690503020736,1.840590E+4,5.327015E-18,4.102420E-16,5.445862E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356252,20230728001021.796000000,20230727181021.796000000,1690503021796,3.040560E+4,1.164306E-18,2.446900E-16,3.280406E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356254,20230728001025.486000000,20230727181025.486000000,1690503025486,2.160020E+4,2.926633E-18,3.104030E-16,4.460273E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356256,20230728001037.868999999,20230727181037.868999999,1690503037869,1.990710E+4,2.198121E-18,1.982420E-16,4.054362E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",3," Iron "
8356258,20230728001039.753000000,20230727181039.753000000,1690503039753,1.721570E+4,3.240464E-18,2.185670E-16,4.614320E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356259,20230728001039.915999999,20230727181039.915999999,1690503039916,1.795370E+4,5.916305E-18,4.337540E-16,5.639694E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356260,20230728001042.703999999,20230727181042.703999999,1690503042704,1.725870E+4,3.841246E-18,2.600940E-16,4.883480E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356261,20230728001043.765999999,20230727181043.765999999,1690503043766,2.153640E+4,3.020792E-18,3.190350E-16,4.507602E-8,2.195833E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356262,20230728001049.256000000,20230727181049.256000000,1690503049256,2.376450E+4,3.537052E-18,4.548520E-16,4.751008E-8,2.195833E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356264,20230728001101.885000000,20230727181101.885000000,1690503061885,1.608080E+4,1.791992E-17,1.053990E-15,8.159886E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356267,20230728001116.878999999,20230727181116.878999999,1690503076879,1.942800E+4,2.884646E-18,2.477860E-16,4.438840E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356268,20230728001124.259000000,20230727181124.259000000,1690503084259,2.015850E+4,8.288081E-18,7.660470E-16,6.310397E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356269,20230728001125.652000000,20230727181125.652000000,1690503085652,2.807800E+4,1.954479E-18,3.504680E-16,3.898663E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356270,20230728001127.047999999,20230727181127.047999999,1690503087048,1.814000E+4,1.849369E-18,1.384150E-16,3.827482E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356271,20230728001127.121999999,20230727181127.121999999,1690503087122,2.309490E+4,2.184696E-18,2.650380E-16,4.046091E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356273,20230728001131.719000000,20230727181131.719000000,1690503091719,2.248840E+4,1.541005E-18,1.771590E-16,3.601693E-8,2.199524E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",4," Iron "
8356274,20230728001141.632999999,20230727181141.632999999,1690503101633,1.883310E+4,5.748564E-18,4.640140E-16,5.585882E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356275,20230728001142.126000000,20230727181142.126000000,1690503102126,1.648790E+4,7.209633E-18,4.460380E-16,6.023881E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356278,20230728001159.010999999,20230727181159.010999999,1690503119011,1.947880E+4,3.818836E-18,3.297490E-16,4.873964E-8,2.197063E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356281,20230728001211.549000000,20230727181211.549000000,1690503131549,1.901520E+4,4.329049E-18,3.560240E-16,5.082018E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356282,20230728001212.456999999,20230727181212.456999999,1690503132457,1.757600E+4,1.889266E-17,1.327450E-15,8.304937E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356283,20230728001215.822000000,20230727181215.822000000,1690503135822,1.538040E+4,4.174207E-18,2.245920E-16,5.020689E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356284,20230728001222.290999999,20230727181222.290999999,1690503142291,1.979770E+4,6.783046E-18,6.046990E-16,5.902649E-8,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
8356285,20230728001224.663999999,20230727181224.663999999,1690503144664,1.602420E+4,3.551269E-17,2.074060E-15,1.024943E-7,2.198294E+0," IDEX "," 2023_07_27_Iron_run4 "," 15-90km/s. Fe on IDEX FM. Position 2. Detector: +2400 V. Sensor: +2940 V. Rejection: -200 V Target: +2500 V Trigger: 1 ",5," Iron "
